region,climatezone,stratum,age,age_ka,age_ka_scaled,n_datasets_marginalised,estimate,estimate_error,conf_low,conf_high,analysis,model_id,variable,model_profile,source_model_file,prediction_draws_used,prediction_range,prediction_estimand,value
Latin America,Tropical,Latin America__Tropical,6000,6,0.71453164,19,0.46985237,0.00673509,0.45783793,0.48397745,pap_temporal,pap_temporal__n1_divided_by_n0__Latin_America__Tropical,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__Latin_America__Tropical_2026-07-06__01f1f2b3609f8264ad62cabed59cba71__.qs,1000,group_observed,equal_weighted_dataset_mean,0.46985237
Latin America,Tropical,Latin America__Tropical,6500,6.5,0.924688,18,0.47017405,0.00641288,0.457944,0.48384204,pap_temporal,pap_temporal__n1_divided_by_n0__Latin_America__Tropical,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__Latin_America__Tropical_2026-07-06__01f1f2b3609f8264ad62cabed59cba71__.qs,1000,group_observed,equal_weighted_dataset_mean,0.47017405
Latin America,Tropical,Latin America__Tropical,7000,7,1.13484437,18,0.45714692,0.00643799,0.44430879,0.46906503,pap_temporal,pap_temporal__n1_divided_by_n0__Latin_America__Tropical,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__Latin_America__Tropical_2026-07-06__01f1f2b3609f8264ad62cabed59cba71__.qs,1000,group_observed,equal_weighted_dataset_mean,0.45714692
Latin America,Tropical,Latin America__Tropical,7500,7.5,1.34500073,18,0.44389414,0.00757802,0.42813851000000003,0.45811746,pap_temporal,pap_temporal__n1_divided_by_n0__Latin_America__Tropical,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__Latin_America__Tropical_2026-07-06__01f1f2b3609f8264ad62cabed59cba71__.qs,1000,group_observed,equal_weighted_dataset_mean,0.44389414
Latin America,Tropical,Latin America__Tropical,8000,8,1.5551571,14,0.45299089,0.0082687,0.43657093,0.46936856,pap_temporal,pap_temporal__n1_divided_by_n0__Latin_America__Tropical,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__Latin_America__Tropical_2026-07-06__01f1f2b3609f8264ad62cabed59cba71__.qs,1000,group_observed,equal_weighted_dataset_mean,0.45299089
Latin America,Tropical,Latin America__Tropical,8500,8.5,1.76531346,14,0.44337327,0.01139522,0.42358881,0.46582316,pap_temporal,pap_temporal__n1_divided_by_n0__Latin_America__Tropical,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__Latin_America__Tropical_2026-07-06__01f1f2b3609f8264ad62cabed59cba71__.qs,1000,group_observed,equal_weighted_dataset_mean,0.44337327
North America,Arid,North America__Arid,500,0.5,-1.65209384,16,0.45450165,0.01165016,0.43263136,0.47838581,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.45450165
North America,Arid,North America__Arid,1000,1,-1.44631183,16,0.45201679,0.00803243,0.43597385,0.46778138,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.45201679
North America,Arid,North America__Arid,1500,1.5,-1.24052983,17,0.43793635,0.00786463,0.42248189,0.45332307,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.43793635
North America,Arid,North America__Arid,2000,2,-1.03474782,17,0.43759794,0.00747744,0.42392912,0.45277395,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.43759794
North America,Arid,North America__Arid,2500,2.5,-0.82896581,17,0.43781493,0.00768232,0.42369059,0.4543878,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.43781493
North America,Arid,North America__Arid,3000,3,-0.62318381,17,0.43704297,0.00792182,0.42280512,0.45460564,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.43704297
North America,Arid,North America__Arid,3500,3.5,-0.4174018,17,0.43411549,0.00765526,0.42038027,0.45006505,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.43411549
North America,Arid,North America__Arid,4000,4,-0.21161979,17,0.42835061,0.00765876,0.41317296,0.44291122,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.42835061
North America,Arid,North America__Arid,4500,4.5,-0.00583779,17,0.42081801,0.00825427,0.40425226,0.43618195,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.42081801
North America,Arid,North America__Arid,5000,5,0.19994422,17,0.4170205,0.01030976,0.39627774,0.43563739,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.4170205
North America,Arid,North America__Arid,5500,5.5,0.40572623,17,0.42180181,0.00868977,0.40427397,0.43760329,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.42180181
North America,Arid,North America__Arid,6000,6,0.61150823,17,0.43222053,0.00725954,0.41699815,0.44655753,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.43222053
North America,Arid,North America__Arid,6500,6.5,0.81729024,17,0.44241085,0.00819298,0.42796379,0.45934253,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.44241085
North America,Arid,North America__Arid,7000,7,1.02307225,17,0.44883225,0.00893472,0.43216524,0.46649184,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.44883225
North America,Arid,North America__Arid,7500,7.5,1.22885425,17,0.44999416,0.00870944,0.4331763,0.46696784,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.44999416
North America,Arid,North America__Arid,8000,8,1.43463626,17,0.44593294,0.00798357,0.43038067,0.4617771,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.44593294
North America,Arid,North America__Arid,8500,8.5,1.64041827,16,0.44954198,0.01257491,0.42477938,0.47166421,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Arid,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Arid_2026-07-06__dfdf052d8e54e9ee6e141e1b130ddd8a__.qs,1000,group_observed,equal_weighted_dataset_mean,0.44954198
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,500,0.5,-1.66112591,40,0.36476345,0.00501327,0.35461155,0.37424083,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.36476345
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,1000,1,-1.45633955,49,0.37645821,0.00326137,0.37044176,0.38333717,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.37645821
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,1500,1.5,-1.25155318,50,0.37235467,0.00304201,0.36693327,0.37872573,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.37235467
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,2000,2,-1.04676682,50,0.37108952,0.00285594,0.36608753,0.37724263,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.37108952
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,2500,2.5,-0.84198046,50,0.36886952,0.00279502,0.36343314,0.37446974,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.36886952
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,3000,3,-0.6371941,50,0.36657331,0.00291237,0.36096967,0.37200137,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.36657331
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,3500,3.5,-0.43240774,50,0.3646936,0.00290521,0.3591707,0.37011247,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3646936
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,4000,4,-0.22762138,50,0.36326456,0.00297231,0.35767064,0.36950204,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.36326456
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,4500,4.5,-0.02283502,50,0.36197733,0.00295215,0.35688719,0.36824863,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.36197733
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,5000,5,0.18195135,50,0.35968805,0.00328492,0.3541973,0.36677519,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.35968805
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,5500,5.5,0.38673771,50,0.35544535,0.00279988,0.35051659,0.36163008,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.35544535
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,6000,6,0.59152407,50,0.35025609,0.00278721,0.34457689,0.35561811,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.35025609
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,6500,6.5,0.79631043,50,0.34580385,0.00317138,0.33943993,0.35156761,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.34580385
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,7000,7,1.00109679,50,0.34295872,0.00323934,0.33638889,0.34868733,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.34295872
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,7500,7.5,1.20588315,50,0.34192526,0.00304726,0.33567976,0.34732854,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.34192526
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,8000,8,1.41066951,49,0.34433726,0.00300121,0.33845512,0.35032685,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.34433726
North America,Cold_Dry_Summer,North America__Cold_Dry_Summer,8500,8.5,1.61545588,48,0.3419244,0.00488957,0.33256475,0.35147397,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Dry_Summer_2026-07-03__ba0789d96b1c2be3928b8bb1663f0061__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3419244
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,500,0.5,-1.65480432,124,0.38329465,0.00295437,0.37749375,0.38887685,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38329465
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,1000,1,-1.44916945,141,0.38590912,0.00184415,0.38231745,0.38936261,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38590912
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,1500,1.5,-1.24353458,141,0.3878871,0.00165638,0.38471118,0.39115408,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3878871
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,2000,2,-1.03789972,141,0.3891051,0.00158549,0.38606196,0.39217778,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3891051
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,2500,2.5,-0.83226485,141,0.38958931,0.00157293,0.38649266,0.39264219,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38958931
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,3000,3,-0.62662998,141,0.38961415,0.00159944,0.38665491,0.39289539,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38961415
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,3500,3.5,-0.42099512,141,0.38927797,0.00154701,0.38631929,0.39243014,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38927797
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,4000,4,-0.21536025,141,0.3884674,0.00157423,0.38541722,0.39187554,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3884674
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,4500,4.5,-0.00972538,141,0.38722224,0.00157653,0.38396707,0.39029012,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38722224
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,5000,5,0.19590949,141,0.386004,0.0017623,0.38196135,0.3890715,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.386004
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,5500,5.5,0.40154435,141,0.38522577,0.00157451,0.38207991,0.38815869,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38522577
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,6000,6,0.60717922,141,0.38451508,0.00162332,0.38144503,0.38767458,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38451508
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,6500,6.5,0.81281409,141,0.38322358,0.00175773,0.38014891,0.38663042,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38322358
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,7000,7,1.01844895,141,0.38109047,0.00174383,0.3779031,0.38466295,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.38109047
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,7500,7.5,1.22408382,141,0.3781787,0.00169736,0.37474774,0.38147424,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3781787
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,8000,8,1.42971869,142,0.37420915,0.00182036,0.37071035,0.37774745,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.37420915
North America,Cold_Without_dry_season_Cold_Summer,North America__Cold_Without_dry_season_Cold_Summer,8500,8.5,1.63535356,132,0.37073218,0.00291075,0.36478494,0.37618725,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Cold_Summer_2026-07-06__831e6061ce7da9318ff71829ff0bfe31__.qs,1000,group_observed,equal_weighted_dataset_mean,0.37073218
North America,Cold_Without_dry_season_Hot_Summer,North America__Cold_Without_dry_season_Hot_Summer,500,0.5,-1.69134923,43,0.37730677,0.00475809,0.36832667,0.38668281,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Hot_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Hot_Summer_2026-07-03__6cedc6525fb4a84c2f70ed11f3546c00__.qs,1000,group_observed,equal_weighted_dataset_mean,0.37730677
North America,Cold_Without_dry_season_Hot_Summer,North America__Cold_Without_dry_season_Hot_Summer,1000,1,-1.4873755,49,0.37369219,0.00326982,0.36725003,0.3798201,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Hot_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Hot_Summer_2026-07-03__6cedc6525fb4a84c2f70ed11f3546c00__.qs,1000,group_observed,equal_weighted_dataset_mean,0.37369219
North America,Cold_Without_dry_season_Hot_Summer,North America__Cold_Without_dry_season_Hot_Summer,1500,1.5,-1.28340178,52,0.3674397,0.0029697,0.36154276,0.37325977,pap_temporal,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Hot_Summer,n1_divided_by_n0,within_stratum_dataset_fs,pap_temporal__n1_divided_by_n0__North_America__Cold_Without_dry_season_Hot_Summer_2026-07-03__6cedc6525fb4a84c2f70ed11f3546c00__.qs,1000,group_observed,equal_weighted_dataset_mean,0.3674397
