analysis,region,age,n_models,n_available,n_accounting_valid,total_adjusted_r_squared_sum,total_adjusted_r_squared_mean,unique_human_sum,unique_human_mean,unique_climate_sum,unique_climate_mean,shared_sum,shared_mean,unexplained_sum,unexplained_mean,bounded_total_adjusted_r_squared_sum,bounded_total_adjusted_r_squared_mean,bounded_unique_human_sum,bounded_unique_human_mean,bounded_unique_climate_sum,bounded_unique_climate_mean,bounded_shared_sum,bounded_shared_mean,bounded_unexplained_sum,bounded_unexplained_mean
temporal_spd,Europe,7500,1,1,1,0.119,0.119,0.0431,0.0431,0.0524,0.0524,0.0233,0.0233,0.881,0.881,0.119,0.119,0.04317255892255892,0.04317255892255892,0.05248821548821548,0.05248821548821548,0.023339225589225587,0.023339225589225587,0.881,0.881
temporal_spd,Europe,8000,1,1,1,0.094,0.094,0.0165,0.0165,0.0794,0.0794,-0.002,-0.002,0.906,0.906,0.094,0.094,0.016173096976016686,0.016173096976016686,0.07782690302398332,0.07782690302398332,0,0,0.906,0.906
temporal_spd,Europe,8500,1,1,1,0.078,0.078,0.0029,0.0029,0.0626,0.0626,0.0121,0.0121,0.922,0.922,0.078,0.078,0.002914948453608247,0.002914948453608247,0.06292268041237113,0.06292268041237113,0.012162371134020617,0.012162371134020617,0.922,0.922
temporal_spd,Latin America,2000,1,1,1,0.153,0.153,-0.0011,-0.0011,0.1454,0.1454,0.0083,0.0083,0.847,0.847,0.153,0.153,0,0,0.14473780091086533,0.14473780091086533,0.008262199089134678,0.008262199089134678,0.847,0.847
temporal_spd,Latin America,2500,1,1,1,0.152,0.152,-5e-4,-5e-4,0.1381,0.1381,0.0145,0.0145,0.848,0.848,0.152,0.152,0,0,0.1375570117955439,0.1375570117955439,0.014442988204456095,0.014442988204456095,0.848,0.848
temporal_spd,Latin America,3000,1,1,1,0.193,0.193,0.0156,0.0156,0.1903,0.1903,-0.0131,-0.0131,0.8069999999999999,0.8069999999999999,0.193,0.193,0.014622632345798933,0.014622632345798933,0.1783773676542011,0.1783773676542011,0,0,0.8069999999999999,0.8069999999999999
temporal_spd,Latin America,3500,1,1,1,0.207,0.207,0.0261,0.0261,0.2043,0.2043,-0.0231,-0.0231,0.793,0.793,0.207,0.207,0.023449218749999997,0.023449218749999997,0.18355078125,0.18355078125,0,0,0.793,0.793
temporal_spd,Latin America,4000,1,1,1,0.218,0.218,0.0389,0.0389,0.2032,0.2032,-0.0237,-0.0237,0.782,0.782,0.218,0.218,0.03502767451466336,0.03502767451466336,0.18297232548533665,0.18297232548533665,0,0,0.782,0.782
temporal_spd,Latin America,4500,1,1,1,0.197,0.197,0.0212,0.0212,0.187,0.187,-0.0109,-0.0109,0.8029999999999999,0.8029999999999999,0.197,0.197,0.020059558117195005,0.020059558117195005,0.176940441882805,0.176940441882805,0,0,0.8029999999999999,0.8029999999999999
temporal_spd,Latin America,5000,1,1,1,0.207,0.207,0.0388,0.0388,0.1957,0.1957,-0.0272,-0.0272,0.793,0.793,0.207,0.207,0.034249893390191896,0.034249893390191896,0.1727501066098081,0.1727501066098081,0,0,0.793,0.793
temporal_spd,Latin America,5500,1,1,1,0.178,0.178,0.0135,0.0135,0.1725,0.1725,-0.0081,-0.0081,0.8220000000000001,0.8220000000000001,0.178,0.178,0.012919354838709676,0.012919354838709676,0.16508064516129028,0.16508064516129028,0,0,0.8220000000000001,0.8220000000000001
temporal_spd,Latin America,6000,1,1,1,0.165,0.165,0.016,0.016,0.162,0.162,-0.0128,-0.0128,0.835,0.835,0.165,0.165,0.014831460674157304,0.014831460674157304,0.1501685393258427,0.1501685393258427,0,0,0.835,0.835
temporal_spd,Latin America,6500,1,1,1,0.159,0.159,-0.0045,-0.0045,0.1629,0.1629,2e-4,2e-4,0.841,0.841,0.159,0.159,0,0,0.1588050275904353,0.1588050275904353,1.9497240956468427e-4,1.9497240956468427e-4,0.841,0.841
temporal_spd,Latin America,7000,1,1,1,0.128,0.128,0.0025,0.0025,0.1181,0.1181,0.0078,0.0078,0.872,0.872,0.128,0.128,0.002492211838006231,0.002492211838006231,0.11773208722741434,0.11773208722741434,0.00777570093457944,0.00777570093457944,0.872,0.872
temporal_spd,Latin America,7500,1,1,1,0.156,0.156,0.0136,0.0136,0.1567,0.1567,-0.0143,-0.0143,0.844,0.844,0.156,0.156,0.012458015267175571,0.012458015267175571,0.14354198473282442,0.14354198473282442,0,0,0.844,0.844
temporal_spd,Latin America,8000,1,1,1,0.172,0.172,0.0572,0.0572,0.1246,0.1246,-0.0096,-0.0096,0.8280000000000001,0.8280000000000001,0.172,0.172,0.05411661166116611,0.05411661166116611,0.11788338833883387,0.11788338833883387,0,0,0.8280000000000001,0.8280000000000001
temporal_spd,Latin America,8500,1,1,1,0.137,0.137,0.0166,0.0166,0.1343,0.1343,-0.0138,-0.0138,0.863,0.863,0.137,0.137,0.015070907886017232,0.015070907886017232,0.12192909211398278,0.12192909211398278,0,0,0.863,0.863
temporal_spd,North America,2000,1,1,1,0.103,0.103,0.0024,0.0024,0.0949,0.0949,0.0059,0.0059,0.897,0.897,0.103,0.103,0.002395348837209302,0.002395348837209302,0.09471608527131782,0.09471608527131782,0.005888565891472868,0.005888565891472868,0.897,0.897
temporal_spd,North America,2500,1,1,1,0.109,0.109,0.0078,0.0078,0.1,0.1,8e-4,8e-4,0.891,0.891,0.109,0.109,0.007828729281767956,0.007828729281767956,0.10036832412523021,0.10036832412523021,8.029465930018417e-4,8.029465930018417e-4,0.891,0.891
temporal_spd,North America,3000,1,1,1,0.114,0.114,0.01,0.01,0.1022,0.1022,0.0022,0.0022,0.886,0.886,0.114,0.114,0.009965034965034966,0.009965034965034966,0.10184265734265736,0.10184265734265736,0.0021923076923076926,0.0021923076923076926,0.886,0.886
temporal_spd,North America,3500,1,1,1,0.104,0.104,0.0024,0.0024,0.0988,0.0988,0.0028,0.0028,0.896,0.896,0.104,0.104,0.0024,0.0024,0.0988,0.0988,0.0028,0.0028,0.896,0.896
temporal_spd,North America,4000,1,1,1,0.098,0.098,0.007,0.007,0.0846,0.0846,0.0066,0.0066,0.902,0.902,0.098,0.098,0.0069857433808553976,0.0069857433808553976,0.08442769857433809,0.08442769857433809,0.006586558044806518,0.006586558044806518,0.902,0.902
temporal_spd,North America,4500,1,1,1,0.107,0.107,0.0079,0.0079,0.0968,0.0968,0.0027,0.0027,0.893,0.893,0.107,0.107,0.007870577281191808,0.007870577281191808,0.09643947858472998,0.09643947858472998,0.0026899441340782126,0.0026899441340782126,0.893,0.893
temporal_spd,North America,5000,1,1,1,0.108,0.108,0.0064,0.0064,0.1008,0.1008,6e-4,6e-4,0.892,0.892,0.108,0.108,0.006411873840445269,0.006411873840445269,0.10098701298701299,0.10098701298701299,6.011131725417438e-4,6.011131725417438e-4,0.892,0.892
temporal_spd,North America,5500,1,1,1,0.098,0.098,0.0111,0.0111,0.0867,0.0867,5e-4,5e-4,0.902,0.902,0.098,0.098,0.011066124109867754,0.011066124109867754,0.0864354018311292,0.0864354018311292,4.98474059003052e-4,4.98474059003052e-4,0.902,0.902
temporal_spd,North America,6000,1,1,1,0.106,0.106,0.0117,0.0117,0.0922,0.0922,0.0017,0.0017,0.894,0.894,0.106,0.106,0.01174431818181818,0.01174431818181818,0.09254924242424242,0.09254924242424242,0.0017064393939393936,0.0017064393939393936,0.894,0.894
temporal_spd,North America,6500,1,1,1,0.104,0.104,0.0093,0.0093,0.0945,0.0945,-2e-4,-2e-4,0.896,0.896,0.104,0.104,0.009317919075144508,0.009317919075144508,0.0946820809248555,0.0946820809248555,0,0,0.896,0.896
temporal_spd,North America,7000,1,1,1,0.106,0.106,0.0107,0.0107,0.0925,0.0925,0.0027,0.0027,0.894,0.894,0.106,0.106,0.010710103871576959,0.010710103871576959,0.09258734655335221,0.09258734655335221,0.0027025495750708215,0.0027025495750708215,0.894,0.894
temporal_spd,North America,7500,1,1,1,0.104,0.104,0.0101,0.0101,0.0907,0.0907,0.0034,0.0034,0.896,0.896,0.104,0.104,0.010080614203454893,0.010080614203454893,0.09052591170825336,0.09052591170825336,0.0033934740882917464,0.0033934740882917464,0.896,0.896
temporal_spd,North America,8000,1,1,1,0.125,0.125,0.0078,0.0078,0.1195,0.1195,-0.0024,-0.0024,0.875,0.875,0.125,0.125,0.007659073055773763,0.007659073055773763,0.11734092694422624,0.11734092694422624,0,0,0.875,0.875
temporal_spd,North America,8500,1,1,1,0.12,0.12,0.0042,0.0042,0.1145,0.1145,0.001,0.001,0.88,0.88,0.12,0.12,0.004210526315789474,0.004210526315789474,0.11478696741854637,0.11478696741854637,0.0010025062656641604,0.0010025062656641604,0.88,0.88
temporal_spd,Oceania,2000,1,1,1,0.032,0.032,0.0088,0.0088,-0.006,-0.006,0.0287,0.0287,0.968,0.968,0.032,0.032,0.007509333333333334,0.007509333333333334,0,0,0.024490666666666668,0.024490666666666668,0.968,0.968
temporal_spd,Oceania,2500,1,1,1,0.102,0.102,0.0038,0.0038,0.0608,0.0608,0.0372,0.0372,0.898,0.898,0.102,0.102,0.003807465618860511,0.003807465618860511,0.060919449901768175,0.060919449901768175,0.03727308447937131,0.03727308447937131,0.898,0.898
temporal_spd,Oceania,3000,1,1,1,0.153,0.153,0.0235,0.0235,0.1162,0.1162,0.0137,0.0137,0.847,0.847,0.153,0.153,0.0234387222946545,0.0234387222946545,0.11589700130378097,0.11589700130378097,0.013664276401564538,0.013664276401564538,0.847,0.847
temporal_spd,Oceania,3500,1,1,1,0.16,0.16,0.0216,0.0216,0.1327,0.1327,0.0054,0.0054,0.84,0.84,0.16,0.16,0.021640576080150284,0.021640576080150284,0.13294927989981217,0.13294927989981217,0.005410144020037571,0.005410144020037571,0.84,0.84
temporal_spd,Oceania,4000,1,1,1,0.106,0.106,0.0011,0.0011,0.0867,0.0867,0.018,0.018,0.894,0.894,0.106,0.106,0.0011020793950850662,0.0011020793950850662,0.08686389413988659,0.08686389413988659,0.018034026465028354,0.018034026465028354,0.894,0.894
temporal_spd,Oceania,4500,1,1,1,0.123,0.123,4e-4,4e-4,0.1142,0.1142,0.0088,0.0088,0.877,0.877,0.123,0.123,3.9870340356564025e-4,3.9870340356564025e-4,0.11382982171799028,0.11382982171799028,0.008771474878444086,0.008771474878444086,0.877,0.877
temporal_spd,Oceania,5000,1,1,1,0.076,0.076,-0.0023,-0.0023,0.0484,0.0484,0.0298,0.0298,0.924,0.924,0.076,0.076,0,0,0.0470383631713555,0.0470383631713555,0.028961636828644503,0.028961636828644503,0.924,0.924
temporal_spd,Oceania,5500,1,1,1,0.069,0.069,-0.0019,-0.0019,0.0556,0.0556,0.0151,0.0151,0.931,0.931,0.069,0.069,0,0,0.05426308345120226,0.05426308345120226,0.014736916548797739,0.014736916548797739,0.931,0.931
temporal_spd,Oceania,6000,1,1,1,0.068,0.068,-0.0025,-0.0025,0.0676,0.0676,0.0024,0.0024,0.9319999999999999,0.9319999999999999,0.068,0.068,0,0,0.06566857142857144,0.06566857142857144,0.0023314285714285715,0.0023314285714285715,0.9319999999999999,0.9319999999999999
temporal_spd,Oceania,6500,1,1,1,0.074,0.074,-0.0143,-0.0143,0.0847,0.0847,0.0037,0.0037,0.926,0.926,0.074,0.074,0,0,0.0709027149321267,0.0709027149321267,0.0030972850678733033,0.0030972850678733033,0.926,0.926
temporal_spd,Oceania,7000,1,1,1,-0.007,-0.007,-0.0166,-0.0166,0.0038,0.0038,0.0056,0.0056,1.007,1.007,0,0,0,0,0,0,0,0,1,1
temporal_spd,Oceania,7500,1,1,1,0.051,0.051,-0.0064,-0.0064,0.059,0.059,-0.0012,-0.0012,0.949,0.949,0.051,0.051,0,0,0.051,0.051,0,0,0.949,0.949
temporal_spd,Oceania,8000,1,1,1,0.083,0.083,6e-4,6e-4,0.0868,0.0868,-0.0043,-0.0043,0.917,0.917,0.083,0.083,5.697940503432493e-4,5.697940503432493e-4,0.08243020594965675,0.08243020594965675,0,0,0.917,0.917
temporal_spd,Oceania,8500,1,1,1,0.141,0.141,0.0061,0.0061,0.1462,0.1462,-0.0115,-0.0115,0.859,0.859,0.141,0.141,0.005647406434668418,0.005647406434668418,0.13535259356533158,0.13535259356533158,0,0,0.859,0.859
