summary_index,summary_level,cohort,metric,contrast,n_source_rows,maximum_absolute_difference,reconciled
1,overall,as_coded,climate,events_minus_spd,151,0,TRUE
2,overall,observed_events_only,climate,events_minus_spd,151,0,TRUE
3,overall,as_coded,climate,spd_events_minus_spd,151,0,TRUE
4,overall,observed_events_only,climate,spd_events_minus_spd,151,0,TRUE
5,overall,as_coded,human,events_minus_spd,151,0,TRUE
6,overall,observed_events_only,human,events_minus_spd,151,0,TRUE
7,overall,as_coded,human,spd_events_minus_spd,151,0,TRUE
8,overall,observed_events_only,human,spd_events_minus_spd,151,0,TRUE
9,overall,as_coded,signed_balance,events_minus_spd,151,0,TRUE
10,overall,observed_events_only,signed_balance,events_minus_spd,151,0,TRUE
11,overall,as_coded,signed_balance,spd_events_minus_spd,151,0,TRUE
12,overall,observed_events_only,signed_balance,spd_events_minus_spd,151,0,TRUE
13,overall,as_coded,signed_difference,events_minus_spd,151,0,TRUE
14,overall,observed_events_only,signed_difference,events_minus_spd,151,0,TRUE
15,overall,as_coded,signed_difference,spd_events_minus_spd,151,0,TRUE
16,overall,observed_events_only,signed_difference,spd_events_minus_spd,151,0,TRUE
17,overall,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,151,0,TRUE
18,overall,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,151,0,TRUE
19,overall,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,151,0,TRUE
20,overall,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,151,0,TRUE
21,overall,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,151,0,TRUE
22,overall,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,151,0,TRUE
23,overall,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,151,0,TRUE
24,overall,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,151,0,TRUE
25,overall,as_coded,zero_balance,events_minus_spd,151,0,TRUE
26,overall,observed_events_only,zero_balance,events_minus_spd,151,0,TRUE
27,overall,as_coded,zero_balance,spd_events_minus_spd,151,0,TRUE
28,overall,observed_events_only,zero_balance,spd_events_minus_spd,151,0,TRUE
29,continent,as_coded,climate,events_minus_spd,23,0,TRUE
30,continent,observed_events_only,climate,events_minus_spd,23,0,TRUE
31,continent,as_coded,climate,spd_events_minus_spd,23,0,TRUE
32,continent,observed_events_only,climate,spd_events_minus_spd,23,0,TRUE
33,continent,as_coded,human,events_minus_spd,23,0,TRUE
34,continent,observed_events_only,human,events_minus_spd,23,0,TRUE
35,continent,as_coded,human,spd_events_minus_spd,23,0,TRUE
36,continent,observed_events_only,human,spd_events_minus_spd,23,0,TRUE
37,continent,as_coded,signed_balance,events_minus_spd,23,0,TRUE
38,continent,observed_events_only,signed_balance,events_minus_spd,23,0,TRUE
39,continent,as_coded,signed_balance,spd_events_minus_spd,23,0,TRUE
40,continent,observed_events_only,signed_balance,spd_events_minus_spd,23,0,TRUE
41,continent,as_coded,signed_difference,events_minus_spd,23,0,TRUE
42,continent,observed_events_only,signed_difference,events_minus_spd,23,0,TRUE
43,continent,as_coded,signed_difference,spd_events_minus_spd,23,0,TRUE
44,continent,observed_events_only,signed_difference,spd_events_minus_spd,23,0,TRUE
45,continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,23,0,TRUE
46,continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,23,0,TRUE
47,continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,23,0,TRUE
48,continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,23,0,TRUE
49,continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,23,0,TRUE
50,continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,23,0,TRUE
51,continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,23,0,TRUE
52,continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,23,0,TRUE
53,continent,as_coded,zero_balance,events_minus_spd,23,0,TRUE
54,continent,observed_events_only,zero_balance,events_minus_spd,23,0,TRUE
55,continent,as_coded,zero_balance,spd_events_minus_spd,23,0,TRUE
56,continent,observed_events_only,zero_balance,spd_events_minus_spd,23,0,TRUE
57,continent,as_coded,climate,events_minus_spd,56,0,TRUE
58,continent,observed_events_only,climate,events_minus_spd,56,0,TRUE
59,continent,as_coded,climate,spd_events_minus_spd,56,0,TRUE
60,continent,observed_events_only,climate,spd_events_minus_spd,56,0,TRUE
61,continent,as_coded,human,events_minus_spd,56,0,TRUE
62,continent,observed_events_only,human,events_minus_spd,56,0,TRUE
63,continent,as_coded,human,spd_events_minus_spd,56,0,TRUE
64,continent,observed_events_only,human,spd_events_minus_spd,56,0,TRUE
65,continent,as_coded,signed_balance,events_minus_spd,56,0,TRUE
66,continent,observed_events_only,signed_balance,events_minus_spd,56,0,TRUE
67,continent,as_coded,signed_balance,spd_events_minus_spd,56,0,TRUE
68,continent,observed_events_only,signed_balance,spd_events_minus_spd,56,0,TRUE
69,continent,as_coded,signed_difference,events_minus_spd,56,0,TRUE
70,continent,observed_events_only,signed_difference,events_minus_spd,56,0,TRUE
71,continent,as_coded,signed_difference,spd_events_minus_spd,56,0,TRUE
72,continent,observed_events_only,signed_difference,spd_events_minus_spd,56,0,TRUE
73,continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,56,0,TRUE
74,continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,56,0,TRUE
75,continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,56,0,TRUE
76,continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,56,0,TRUE
77,continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,56,0,TRUE
78,continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,56,0,TRUE
79,continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,56,0,TRUE
80,continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,56,0,TRUE
81,continent,as_coded,zero_balance,events_minus_spd,56,0,TRUE
82,continent,observed_events_only,zero_balance,events_minus_spd,56,0,TRUE
83,continent,as_coded,zero_balance,spd_events_minus_spd,56,0,TRUE
84,continent,observed_events_only,zero_balance,spd_events_minus_spd,56,0,TRUE
85,continent,as_coded,climate,events_minus_spd,28,0,TRUE
86,continent,observed_events_only,climate,events_minus_spd,28,0,TRUE
87,continent,as_coded,climate,spd_events_minus_spd,28,0,TRUE
88,continent,observed_events_only,climate,spd_events_minus_spd,28,0,TRUE
89,continent,as_coded,human,events_minus_spd,28,0,TRUE
90,continent,observed_events_only,human,events_minus_spd,28,0,TRUE
91,continent,as_coded,human,spd_events_minus_spd,28,0,TRUE
92,continent,observed_events_only,human,spd_events_minus_spd,28,0,TRUE
93,continent,as_coded,signed_balance,events_minus_spd,28,0,TRUE
94,continent,observed_events_only,signed_balance,events_minus_spd,28,0,TRUE
95,continent,as_coded,signed_balance,spd_events_minus_spd,28,0,TRUE
96,continent,observed_events_only,signed_balance,spd_events_minus_spd,28,0,TRUE
97,continent,as_coded,signed_difference,events_minus_spd,28,0,TRUE
98,continent,observed_events_only,signed_difference,events_minus_spd,28,0,TRUE
99,continent,as_coded,signed_difference,spd_events_minus_spd,28,0,TRUE
100,continent,observed_events_only,signed_difference,spd_events_minus_spd,28,0,TRUE
101,continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,28,0,TRUE
102,continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,28,0,TRUE
103,continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,28,0,TRUE
104,continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,28,0,TRUE
105,continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,28,0,TRUE
106,continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,28,0,TRUE
107,continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,28,0,TRUE
108,continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,28,0,TRUE
109,continent,as_coded,zero_balance,events_minus_spd,28,0,TRUE
110,continent,observed_events_only,zero_balance,events_minus_spd,28,0,TRUE
111,continent,as_coded,zero_balance,spd_events_minus_spd,28,0,TRUE
112,continent,observed_events_only,zero_balance,spd_events_minus_spd,28,0,TRUE
113,continent,as_coded,climate,events_minus_spd,25,0,TRUE
114,continent,observed_events_only,climate,events_minus_spd,25,0,TRUE
115,continent,as_coded,climate,spd_events_minus_spd,25,0,TRUE
116,continent,observed_events_only,climate,spd_events_minus_spd,25,0,TRUE
117,continent,as_coded,human,events_minus_spd,25,0,TRUE
118,continent,observed_events_only,human,events_minus_spd,25,0,TRUE
119,continent,as_coded,human,spd_events_minus_spd,25,0,TRUE
120,continent,observed_events_only,human,spd_events_minus_spd,25,0,TRUE
121,continent,as_coded,signed_balance,events_minus_spd,25,0,TRUE
122,continent,observed_events_only,signed_balance,events_minus_spd,25,0,TRUE
123,continent,as_coded,signed_balance,spd_events_minus_spd,25,0,TRUE
124,continent,observed_events_only,signed_balance,spd_events_minus_spd,25,0,TRUE
125,continent,as_coded,signed_difference,events_minus_spd,25,0,TRUE
126,continent,observed_events_only,signed_difference,events_minus_spd,25,0,TRUE
127,continent,as_coded,signed_difference,spd_events_minus_spd,25,0,TRUE
128,continent,observed_events_only,signed_difference,spd_events_minus_spd,25,0,TRUE
129,continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,25,0,TRUE
130,continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,25,0,TRUE
131,continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,25,0,TRUE
132,continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,25,0,TRUE
133,continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,25,0,TRUE
134,continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,25,0,TRUE
135,continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,25,0,TRUE
136,continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,25,0,TRUE
137,continent,as_coded,zero_balance,events_minus_spd,25,0,TRUE
138,continent,observed_events_only,zero_balance,events_minus_spd,25,0,TRUE
139,continent,as_coded,zero_balance,spd_events_minus_spd,25,0,TRUE
140,continent,observed_events_only,zero_balance,spd_events_minus_spd,25,0,TRUE
141,continent,as_coded,climate,events_minus_spd,19,0,TRUE
142,continent,observed_events_only,climate,events_minus_spd,19,0,TRUE
143,continent,as_coded,climate,spd_events_minus_spd,19,0,TRUE
144,continent,observed_events_only,climate,spd_events_minus_spd,19,0,TRUE
145,continent,as_coded,human,events_minus_spd,19,0,TRUE
146,continent,observed_events_only,human,events_minus_spd,19,0,TRUE
147,continent,as_coded,human,spd_events_minus_spd,19,0,TRUE
148,continent,observed_events_only,human,spd_events_minus_spd,19,0,TRUE
149,continent,as_coded,signed_balance,events_minus_spd,19,0,TRUE
150,continent,observed_events_only,signed_balance,events_minus_spd,19,0,TRUE
151,continent,as_coded,signed_balance,spd_events_minus_spd,19,0,TRUE
152,continent,observed_events_only,signed_balance,spd_events_minus_spd,19,0,TRUE
153,continent,as_coded,signed_difference,events_minus_spd,19,0,TRUE
154,continent,observed_events_only,signed_difference,events_minus_spd,19,0,TRUE
155,continent,as_coded,signed_difference,spd_events_minus_spd,19,0,TRUE
156,continent,observed_events_only,signed_difference,spd_events_minus_spd,19,0,TRUE
157,continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,19,0,TRUE
158,continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,19,0,TRUE
159,continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,19,0,TRUE
160,continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,19,0,TRUE
161,continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,19,0,TRUE
162,continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,19,0,TRUE
163,continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,19,0,TRUE
164,continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,19,0,TRUE
165,continent,as_coded,zero_balance,events_minus_spd,19,0,TRUE
166,continent,observed_events_only,zero_balance,events_minus_spd,19,0,TRUE
167,continent,as_coded,zero_balance,spd_events_minus_spd,19,0,TRUE
168,continent,observed_events_only,zero_balance,spd_events_minus_spd,19,0,TRUE
169,climate_zone_within_continent,as_coded,climate,events_minus_spd,5,0,TRUE
170,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,5,0,TRUE
171,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,5,0,TRUE
172,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,5,0,TRUE
173,climate_zone_within_continent,as_coded,human,events_minus_spd,5,0,TRUE
174,climate_zone_within_continent,observed_events_only,human,events_minus_spd,5,0,TRUE
175,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,5,0,TRUE
176,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,5,0,TRUE
177,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,5,0,TRUE
178,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,5,0,TRUE
179,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,5,0,TRUE
180,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,5,0,TRUE
181,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,5,0,TRUE
182,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,5,0,TRUE
183,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,5,0,TRUE
184,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,5,0,TRUE
185,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,5,0,TRUE
186,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,5,0,TRUE
187,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,5,0,TRUE
188,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,5,0,TRUE
189,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,5,0,TRUE
190,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,5,0,TRUE
191,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,5,0,TRUE
192,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,5,0,TRUE
193,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,5,0,TRUE
194,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,5,0,TRUE
195,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,5,0,TRUE
196,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,5,0,TRUE
197,climate_zone_within_continent,as_coded,climate,events_minus_spd,2,0,TRUE
198,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,2,0,TRUE
199,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,2,0,TRUE
200,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,2,0,TRUE
201,climate_zone_within_continent,as_coded,human,events_minus_spd,2,0,TRUE
202,climate_zone_within_continent,observed_events_only,human,events_minus_spd,2,0,TRUE
203,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,2,0,TRUE
204,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,2,0,TRUE
205,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,2,0,TRUE
206,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,2,0,TRUE
207,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,2,0,TRUE
208,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,2,0,TRUE
209,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,2,0,TRUE
210,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,2,0,TRUE
211,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,2,0,TRUE
212,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,2,0,TRUE
213,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,2,0,TRUE
214,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,2,0,TRUE
215,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,2,0,TRUE
216,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,2,0,TRUE
217,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,2,0,TRUE
218,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,2,0,TRUE
219,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,2,0,TRUE
220,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,2,0,TRUE
221,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,2,0,TRUE
222,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,2,0,TRUE
223,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,2,0,TRUE
224,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,2,0,TRUE
225,climate_zone_within_continent,as_coded,climate,events_minus_spd,4,0,TRUE
226,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,4,0,TRUE
227,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,4,0,TRUE
228,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,4,0,TRUE
229,climate_zone_within_continent,as_coded,human,events_minus_spd,4,0,TRUE
230,climate_zone_within_continent,observed_events_only,human,events_minus_spd,4,0,TRUE
231,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,4,0,TRUE
232,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,4,0,TRUE
233,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,4,0,TRUE
234,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,4,0,TRUE
235,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,4,0,TRUE
236,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,4,0,TRUE
237,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,4,0,TRUE
238,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,4,0,TRUE
239,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,4,0,TRUE
240,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,4,0,TRUE
241,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,4,0,TRUE
242,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,4,0,TRUE
243,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,4,0,TRUE
244,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,4,0,TRUE
245,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,4,0,TRUE
246,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,4,0,TRUE
247,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,4,0,TRUE
248,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,4,0,TRUE
249,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,4,0,TRUE
250,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,4,0,TRUE
251,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,4,0,TRUE
252,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,4,0,TRUE
253,climate_zone_within_continent,as_coded,climate,events_minus_spd,1,0,TRUE
254,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,1,0,TRUE
255,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,1,0,TRUE
256,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,1,0,TRUE
257,climate_zone_within_continent,as_coded,human,events_minus_spd,1,0,TRUE
258,climate_zone_within_continent,observed_events_only,human,events_minus_spd,1,0,TRUE
259,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,1,0,TRUE
260,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,1,0,TRUE
261,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,1,0,TRUE
262,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,1,0,TRUE
263,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,1,0,TRUE
264,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,1,0,TRUE
265,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,1,0,TRUE
266,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,1,0,TRUE
267,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,1,0,TRUE
268,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,1,0,TRUE
269,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
270,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,1,0,TRUE
271,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
272,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,1,0,TRUE
273,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
274,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,1,0,TRUE
275,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
276,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,1,0,TRUE
277,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,1,0,TRUE
278,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,1,0,TRUE
279,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,1,0,TRUE
280,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,1,0,TRUE
281,climate_zone_within_continent,as_coded,climate,events_minus_spd,4,0,TRUE
282,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,4,0,TRUE
283,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,4,0,TRUE
284,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,4,0,TRUE
285,climate_zone_within_continent,as_coded,human,events_minus_spd,4,0,TRUE
286,climate_zone_within_continent,observed_events_only,human,events_minus_spd,4,0,TRUE
287,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,4,0,TRUE
288,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,4,0,TRUE
289,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,4,0,TRUE
290,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,4,0,TRUE
291,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,4,0,TRUE
292,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,4,0,TRUE
293,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,4,0,TRUE
294,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,4,0,TRUE
295,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,4,0,TRUE
296,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,4,0,TRUE
297,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,4,0,TRUE
298,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,4,0,TRUE
299,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,4,0,TRUE
300,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,4,0,TRUE
301,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,4,0,TRUE
302,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,4,0,TRUE
303,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,4,0,TRUE
304,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,4,0,TRUE
305,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,4,0,TRUE
306,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,4,0,TRUE
307,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,4,0,TRUE
308,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,4,0,TRUE
309,climate_zone_within_continent,as_coded,climate,events_minus_spd,3,0,TRUE
310,climate_zone_within_continent,observed_events_only,climate,events_minus_spd,3,0,TRUE
311,climate_zone_within_continent,as_coded,climate,spd_events_minus_spd,3,0,TRUE
312,climate_zone_within_continent,observed_events_only,climate,spd_events_minus_spd,3,0,TRUE
313,climate_zone_within_continent,as_coded,human,events_minus_spd,3,0,TRUE
314,climate_zone_within_continent,observed_events_only,human,events_minus_spd,3,0,TRUE
315,climate_zone_within_continent,as_coded,human,spd_events_minus_spd,3,0,TRUE
316,climate_zone_within_continent,observed_events_only,human,spd_events_minus_spd,3,0,TRUE
317,climate_zone_within_continent,as_coded,signed_balance,events_minus_spd,3,0,TRUE
318,climate_zone_within_continent,observed_events_only,signed_balance,events_minus_spd,3,0,TRUE
319,climate_zone_within_continent,as_coded,signed_balance,spd_events_minus_spd,3,0,TRUE
320,climate_zone_within_continent,observed_events_only,signed_balance,spd_events_minus_spd,3,0,TRUE
321,climate_zone_within_continent,as_coded,signed_difference,events_minus_spd,3,0,TRUE
322,climate_zone_within_continent,observed_events_only,signed_difference,events_minus_spd,3,0,TRUE
323,climate_zone_within_continent,as_coded,signed_difference,spd_events_minus_spd,3,0,TRUE
324,climate_zone_within_continent,observed_events_only,signed_difference,spd_events_minus_spd,3,0,TRUE
325,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,events_minus_spd,3,0,TRUE
326,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,events_minus_spd,3,0,TRUE
327,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_climate,spd_events_minus_spd,3,0,TRUE
328,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_climate,spd_events_minus_spd,3,0,TRUE
329,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,events_minus_spd,3,0,TRUE
330,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,events_minus_spd,3,0,TRUE
331,climate_zone_within_continent,as_coded,unique_adjusted_r2_pure_human,spd_events_minus_spd,3,0,TRUE
332,climate_zone_within_continent,observed_events_only,unique_adjusted_r2_pure_human,spd_events_minus_spd,3,0,TRUE
333,climate_zone_within_continent,as_coded,zero_balance,events_minus_spd,3,0,TRUE
334,climate_zone_within_continent,observed_events_only,zero_balance,events_minus_spd,3,0,TRUE
335,climate_zone_within_continent,as_coded,zero_balance,spd_events_minus_spd,3,0,TRUE
336,climate_zone_within_continent,observed_events_only,zero_balance,spd_events_minus_spd,3,0,TRUE
