sensitivity_type,omitted_group,distance_km,repetition,aggregation_level,profile,importance_balance,n_records,n_strata,weight_sum,region,climatezone,ranking,baseline_balance,absolute_deviation
thinning,NA,250,77,region_climatezone,zero_truncated,-0.7495870308478353,31,1,10.4124,North America,Polar,climate,-0.7125939819745354,0.036993048873299905
thinning,NA,250,77,region_climatezone,zero_truncated,-0.38817285822592873,12,1,3.6932,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.037015420715710345
thinning,NA,250,77,region_climatezone,zero_truncated,-0.21664683143745445,31,1,10.8393,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.013548445087216615
thinning,NA,250,77,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,250,77,region_climatezone,zero_truncated,-1,1,1,0.0375,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-1,0
thinning,NA,250,77,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,250,77,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,250,77,region_climatezone,zero_truncated,-0.3904964560262539,16,1,6.6733,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.017998616786841615
thinning,NA,250,77,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,250,78,overall,signed,-0.5499232592299549,746,38,272.997,All,All,climate,-0.5285855289613305,0.0213377302686244
thinning,NA,250,78,region,signed,-0.7183440608543008,93,10,34.18,Asia,All,climate,-0.7139507847316411,0.004393276122659717
thinning,NA,250,78,region,signed,-0.5903609281008306,217,7,76.802,Europe,All,climate,-0.5782751009177085,0.012085827183122122
thinning,NA,250,78,region,signed,-0.5546414906005657,65,7,24.044,Latin America,All,climate,-0.5761872224120259,0.021545731811460245
thinning,NA,250,78,region,signed,-0.48731264976272887,346,8,127.702,North America,All,climate,-0.4670971615124708,0.02021548825025804
thinning,NA,250,78,region,signed,-0.45446489434219495,25,6,10.269,Oceania,All,climate,-0.37655536529680367,0.07790952904539128
thinning,NA,250,78,region_climatezone,signed,-0.5800100033344447,19,1,5.998,Asia,Arid,climate,-0.5800100033344447,0
thinning,NA,250,78,region_climatezone,signed,-1.126734842951059,4,1,1.369,Asia,Cold_Dry_Summer,climate,-1.126734842951059,0
thinning,NA,250,78,region_climatezone,signed,-0.7646891607959462,21,1,8.091,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0
thinning,NA,250,78,region_climatezone,signed,-0.8053720195346166,8,1,3.481,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0.022361944713543247
thinning,NA,250,78,region_climatezone,signed,0.009259259259259203,1,1,0.216,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009259259259259203,0
thinning,NA,250,78,region_climatezone,signed,-0.7928867924528302,14,1,5.3,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0.005101307763268337
thinning,NA,250,78,region_climatezone,signed,-0.7099895214809641,9,1,2.863,Asia,Polar,climate,-0.6596424384525206,0.050347083028443484
thinning,NA,250,78,region_climatezone,signed,-1.0125202374527793,5,1,1.853,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0
thinning,NA,250,78,region_climatezone,signed,0.007591504744690476,6,1,2.213,Asia,Temperate_Dry_Winter,human,0.007591504744690476,0
thinning,NA,250,78,region_climatezone,signed,-0.8757510729613732,6,1,2.7960000000000003,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.05642591958714016
thinning,NA,250,78,region_climatezone,signed,-1.0812532366649406,6,1,1.931,Europe,Arid,climate,-1.0722855935783693,0.008967643086571275
thinning,NA,250,78,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,250,78,region_climatezone,signed,-0.6249730138169257,54,1,18.528,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.02511549275119318
thinning,NA,250,78,region_climatezone,signed,-0.7064386821996744,73,1,23.948999999999998,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.05543737568207929
thinning,NA,250,78,region_climatezone,signed,-0.686122905027933,11,1,4.475,Europe,Polar,climate,-0.6662854349951124,0.01983747003282066
thinning,NA,250,78,region_climatezone,signed,-0.7166893547508848,12,1,3.673,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0.04902035181170328
thinning,NA,250,78,region_climatezone,signed,-0.3535736317969507,58,1,22.694,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.013747649715627475
thinning,NA,250,78,region_climatezone,signed,-0.4712699514226232,5,1,1.441,Latin America,Arid,climate,-0.4712699514226232,0
thinning,NA,250,78,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,250,78,region_climatezone,signed,-0.6370675241157556,19,1,7.775,Latin America,Polar,climate,-0.6357290420789389,0.001338482036816746
thinning,NA,250,78,region_climatezone,signed,-0.9839332290036514,7,1,1.917,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.022887823627927406
thinning,NA,250,78,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,250,78,region_climatezone,signed,-0.456195335276968,16,1,5.4879999999999995,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.02426729817498935
thinning,NA,250,78,region_climatezone,signed,-0.3915180803199466,14,1,6.001,Latin America,Tropical,climate,-0.4130089058524173,0.02149082553247067
thinning,NA,250,78,region_climatezone,signed,-0.21948051948051944,15,1,4.081,North America,Arid,climate,-0.267926267281106,0.04844574780058658
thinning,NA,250,78,region_climatezone,signed,-0.40364253191679306,32,1,11.201,North America,Cold_Dry_Summer,climate,-0.4033738838616887,2.6864805510434797e-4
thinning,NA,250,78,region_climatezone,signed,-0.6716241073360744,98,1,36.968,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.07094135460118411
thinning,NA,250,78,region_climatezone,signed,-0.4962246253082907,27,1,10.542,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.04877293759893747
thinning,NA,250,78,region_climatezone,signed,-0.3676764421527554,103,1,40.339,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.04007249720337136
thinning,NA,250,78,region_climatezone,signed,-0.7221645885286783,28,1,10.025,North America,Polar,climate,-0.7375564516129032,0.01539186308422491
thinning,NA,250,78,region_climatezone,signed,-0.46740013540961406,10,1,2.954,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.04474179464244188
thinning,NA,250,78,region_climatezone,signed,-0.28485162180814355,33,1,11.592,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.055128358390008125
thinning,NA,250,78,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,250,78,region_climatezone,signed,-2.968421052631579,1,1,0.019,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-2.968421052631579,0
thinning,NA,250,78,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,250,78,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,250,78,region_climatezone,signed,-0.47151874275408995,17,1,7.763,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.08902843609212308
thinning,NA,250,78,region_climatezone,signed,-0.34243818286371475,4,1,1.7389999999999999,Oceania,Tropical,climate,-0.34243818286371475,0
thinning,NA,250,78,overall,zero_truncated,-0.5304170185026676,746,38,277.3546,All,All,climate,-0.5124720067291967,0.017945011773470965
thinning,NA,250,78,region,zero_truncated,-0.6948737778906422,93,10,34.6532,Asia,All,climate,-0.6912613828177492,0.0036123950728930154
thinning,NA,250,78,region,zero_truncated,-0.566907404445866,217,7,78.1625,Europe,All,climate,-0.5570673848516587,0.009840019594207217
thinning,NA,250,78,region,zero_truncated,-0.5207537498321881,65,7,24.5811,Latin America,All,climate,-0.5415668934998014,0.02081314366761322
thinning,NA,250,78,region,zero_truncated,-0.47401725924329136,346,8,129.4263,North America,All,climate,-0.45752601614291005,0.016491243100381303
thinning,NA,250,78,region,zero_truncated,-0.4341356881735745,25,6,10.5315,Oceania,All,climate,-0.36356574499800554,0.07056994317556897
thinning,NA,250,78,region_climatezone,zero_truncated,-0.5570161025303976,19,1,6.086,Asia,Arid,climate,-0.5570161025303976,0
thinning,NA,250,78,region_climatezone,zero_truncated,-1,4,1,1.4558,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.7403908278577612,21,1,8.2031,Asia,Cold_Dry_Winter,climate,-0.7403908278577612,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.7929519189613354,8,1,3.5045,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8109825987287694,0.018030679767434
thinning,NA,250,78,region_climatezone,zero_truncated,0.009276437847866362,1,1,0.21560000000000001,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009276437847866362,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.7896817925061194,14,1,5.311,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7848278656693738,0.00485392683674557
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6753224537274625,9,1,2.9229,Asia,Polar,climate,-0.6312894213876328,0.04403303233982969
thinning,NA,250,78,region_climatezone,zero_truncated,-0.9209767154337524,5,1,1.9412,Asia,Temperate_Dry_Summer,climate,-0.9209767154337524,0
thinning,NA,250,78,region_climatezone,zero_truncated,0.007591504744690476,6,1,2.213,Asia,Temperate_Dry_Winter,human,0.007591504744690476,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.8730045355523017,6,1,2.8001,Asia,Temperate_Without_dry_season,climate,-0.8170899843745213,0.055914551177780436
thinning,NA,250,78,region_climatezone,zero_truncated,-0.9802887695264376,6,1,2.0293,Europe,Arid,climate,-0.9838213881248988,0.0035326185984612124
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6401194940570774,3,1,1.5733000000000001,Europe,Cold_Dry_Summer,climate,-0.6401194940570774,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.5899667317948989,54,1,18.937,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6171081785201237,0.027141446725224783
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6690285250228404,73,1,24.6275,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6210554945342329,0.04797303048860746
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6862149114965135,11,1,4.4744,Europe,Polar,climate,-0.663897788468093,0.022317123028420482
thinning,NA,250,78,region_climatezone,zero_truncated,-0.7132955430782044,12,1,3.7222999999999997,Europe,Temperate_Dry_Summer,climate,-0.6694046988164635,0.04389084426174095
thinning,NA,250,78,region_climatezone,zero_truncated,-0.3482786299218815,58,1,22.7987,Europe,Temperate_Without_dry_season,climate,-0.3337292229334277,0.014549406988453806
thinning,NA,250,78,region_climatezone,zero_truncated,-0.42961165048543687,5,1,1.4832,Latin America,Arid,climate,-0.42961165048543687,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.8991546789262939,2,1,0.6743,Latin America,Cold_Dry_Summer,climate,-0.8991546789262939,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6197747661767513,19,1,7.858499999999999,Latin America,Polar,climate,-0.6210712323158315,0.001296466139080188
thinning,NA,250,78,region_climatezone,zero_truncated,-0.8229316460550284,7,1,2.0862,Latin America,Temperate_Dry_Summer,climate,-0.8561358414144956,0.03320419535946717
thinning,NA,250,78,region_climatezone,zero_truncated,-0.47918061320123173,2,1,0.7469,Latin America,Temperate_Dry_Winter,climate,-0.47918061320123173,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.4271938283510125,16,1,5.5998,Latin America,Temperate_Without_dry_season,climate,-0.4435307588216925,0.016336930470680022
thinning,NA,250,78,region_climatezone,zero_truncated,-0.36199080264831546,14,1,6.1322,Latin America,Tropical,climate,-0.38438050133200397,0.022389698683688508
thinning,NA,250,78,region_climatezone,zero_truncated,-0.2250567966679288,15,1,4.2256,North America,Arid,climate,-0.27049545535555164,0.04543865868762284
thinning,NA,250,78,region_climatezone,zero_truncated,-0.3956483008616964,32,1,11.3381,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.001001203571385667
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6480473145575459,98,1,37.5022,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,0.06343245896042982
thinning,NA,250,78,region_climatezone,zero_truncated,-0.4681916319237641,27,1,10.7456,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.03937239881359983
thinning,NA,250,78,region_climatezone,zero_truncated,-0.36318165602588237,103,1,40.6455,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.04006581131202347
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6968476081915019,28,1,10.1764,North America,Polar,climate,-0.7125939819745354,0.01574637378303345
thinning,NA,250,78,region_climatezone,zero_truncated,-0.46757424904331335,10,1,2.9529,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.042385970101674275
thinning,NA,250,78,region_climatezone,zero_truncated,-0.2825506756756757,33,1,11.84,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.05235539915100465
thinning,NA,250,78,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,250,78,region_climatezone,zero_truncated,-1,1,1,0.0375,Oceania,Cold_Without_dry_season_Cold_Summer,climate,-1,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,250,78,region_climatezone,zero_truncated,-0.45368582106398453,17,1,7.9738,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.08118798182457226
thinning,NA,250,78,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,250,79,overall,signed,-0.5392998045794771,734,37,271.21,All,All,climate,-0.5285855289613305,0.01071427561814664
thinning,NA,250,79,region,signed,-0.7016879588415516,94,10,34.598,Asia,All,climate,-0.7139507847316411,0.012262825890089535
thinning,NA,250,79,region,signed,-0.5992615238019614,212,7,75.56099999999999,Europe,All,climate,-0.5782751009177085,0.020986422884252898
thinning,NA,250,79,region,signed,-0.5380386015406755,63,7,23.626,Latin America,All,climate,-0.5761872224120259,0.0381486208713504
thinning,NA,250,79,region,signed,-0.46631590520016963,343,8,127.342,North America,All,climate,-0.4670971615124708,7.812563123011929e-4
thinning,NA,250,79,region,signed,-0.45744322126351283,22,5,10.083,Oceania,All,climate,-0.37655536529680367,0.08088785596670917
thinning,NA,250,79,region_climatezone,signed,-0.5800100033344447,19,1,5.998,Asia,Arid,climate,-0.5800100033344447,0
thinning,NA,250,79,region_climatezone,signed,-1.126734842951059,4,1,1.369,Asia,Cold_Dry_Summer,climate,-1.126734842951059,0
thinning,NA,250,79,region_climatezone,signed,-0.75597417994994065,20,1,7.591,Asia,Cold_Dry_Winter,climate,-0.7646891607959462,0.008714980846005527
thinning,NA,250,79,region_climatezone,signed,-0.8277339642481598,9,1,3.8040000000000003,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8277339642481598,0
thinning,NA,250,79,region_climatezone,signed,0.009259259259259203,1,1,0.216,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009259259259259203,0
thinning,NA,250,79,region_climatezone,signed,-0.777512297962052,15,1,5.692,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7877854846895619,0.010273186727509875
thinning,NA,250,79,region_climatezone,signed,-0.6238943684377982,9,1,3.1430000000000002,Asia,Polar,climate,-0.6596424384525206,0.035748070014722355
thinning,NA,250,79,region_climatezone,signed,-1.0125202374527793,5,1,1.853,Asia,Temperate_Dry_Summer,climate,-1.0125202374527793,0
thinning,NA,250,79,region_climatezone,signed,0.007591504744690476,6,1,2.213,Asia,Temperate_Dry_Winter,human,0.007591504744690476,0
thinning,NA,250,79,region_climatezone,signed,-0.781316660536962,6,1,2.719,Asia,Temperate_Without_dry_season,climate,-0.8193251533742331,0.038008492837271035
thinning,NA,250,79,region_climatezone,signed,-1.0812532366649406,6,1,1.931,Europe,Arid,climate,-1.0722855935783693,0.008967643086571275
thinning,NA,250,79,region_climatezone,signed,-0.6625,3,1,1.552,Europe,Cold_Dry_Summer,climate,-0.6625,0
thinning,NA,250,79,region_climatezone,signed,-0.6253846153846154,50,1,18.33,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6500885065681189,0.024703891183503468
thinning,NA,250,79,region_climatezone,signed,-0.6128039091053551,76,1,25.172,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6510013065175951,0.03819739741224004
thinning,NA,250,79,region_climatezone,signed,-0.701197126895451,12,1,5.012,Europe,Polar,climate,-0.6662854349951124,0.034911691900338604
thinning,NA,250,79,region_climatezone,signed,-0.6676690029391815,14,1,4.423,Europe,Temperate_Dry_Summer,climate,-0.6676690029391815,0
thinning,NA,250,79,region_climatezone,signed,-0.46018494331539633,51,1,19.141,Europe,Temperate_Without_dry_season,climate,-0.33982598208132325,0.12035896123407308
thinning,NA,250,79,region_climatezone,signed,-0.4712699514226232,5,1,1.441,Latin America,Arid,climate,-0.4712699514226232,0
thinning,NA,250,79,region_climatezone,signed,-0.8982222222222221,2,1,0.675,Latin America,Cold_Dry_Summer,climate,-0.8982222222222221,0
thinning,NA,250,79,region_climatezone,signed,-0.6171383456820113,20,1,8.233,Latin America,Polar,climate,-0.6357290420789389,0.018590696396927564
thinning,NA,250,79,region_climatezone,signed,-0.9153846153846154,6,1,1.846,Latin America,Temperate_Dry_Summer,climate,-1.0068210526315788,0.09143643724696349
thinning,NA,250,79,region_climatezone,signed,-0.47911646586345374,2,1,0.7470000000000001,Latin America,Temperate_Dry_Winter,climate,-0.47911646586345374,0
thinning,NA,250,79,region_climatezone,signed,-0.4083050509083649,14,1,5.009,Latin America,Temperate_Without_dry_season,climate,-0.48046263345195733,0.07215758254359245
thinning,NA,250,79,region_climatezone,signed,-0.3969162995594714,14,1,5.675,Latin America,Tropical,climate,-0.4130089058524173,0.0160926062929459
thinning,NA,250,79,region_climatezone,signed,-0.14698956382124695,14,1,3.737,North America,Arid,climate,-0.267926267281106,0.12093670345985907
thinning,NA,250,79,region_climatezone,signed,-0.33145785709018505,36,1,13.561,North America,Cold_Dry_Summer,climate,-0.4033738838616887,0.07191602677150366
thinning,NA,250,79,region_climatezone,signed,-0.6019341469030624,100,1,39.087,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.6006827527348902,0.0012513941681721041
thinning,NA,250,79,region_climatezone,signed,-0.45279561768039284,28,1,10.588000000000001,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.44745168770935323,0.005343929971039607
thinning,NA,250,79,region_climatezone,signed,-0.40023766916452297,93,1,35.764,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40774893935612677,0.007511270191603803
thinning,NA,250,79,region_climatezone,signed,-0.7731116183023584,26,1,9.201,North America,Polar,climate,-0.7375564516129032,0.03555516668945524
thinning,NA,250,79,region_climatezone,signed,-0.4398556136420214,13,1,4.017,North America,Temperate_Dry_Summer,climate,-0.4226583407671722,0.017197272874849234
thinning,NA,250,79,region_climatezone,signed,-0.2477386493369632,33,1,11.387,North America,Temperate_Without_dry_season,climate,-0.22972326341813543,0.018015385918827787
thinning,NA,250,79,region_climatezone,signed,-0.5156521739130435,1,1,0.345,Oceania,Arid,climate,-0.5156521739130435,0
thinning,NA,250,79,region_climatezone,signed,-0.6820143884892086,1,1,0.139,Oceania,Temperate_Dry_Summer,climate,-0.6820143884892086,0
thinning,NA,250,79,region_climatezone,signed,-0.31022727272727274,1,1,0.264,Oceania,Temperate_Dry_Winter,climate,-0.31022727272727274,0
thinning,NA,250,79,region_climatezone,signed,-0.48213533438651923,15,1,7.596,Oceania,Temperate_Without_dry_season,climate,-0.3824903066619669,0.09964502772455236
thinning,NA,250,79,region_climatezone,signed,-0.34243818286371475,4,1,1.7389999999999999,Oceania,Tropical,climate,-0.34243818286371475,0
thinning,NA,250,79,overall,zero_truncated,-0.5208601323364256,734,37,275.5855,All,All,climate,-0.5124720067291967,0.008388125607228902
thinning,NA,250,79,region,zero_truncated,-0.6790876216333375,94,10,35.0644,Asia,All,climate,-0.6912613828177492,0.012173761184411713
thinning,NA,250,79,region,zero_truncated,-0.5742676181216078,212,7,77.0329,Europe,All,climate,-0.5570673848516587,0.017200233269949017
thinning,NA,250,79,region,zero_truncated,-0.5106126487142608,63,7,24.0562,Latin America,All,climate,-0.5415668934998014,0.03095424478554054
thinning,NA,250,79,region,zero_truncated,-0.45417843041829564,343,8,129.2459,North America,All,climate,-0.45752601614291005,0.0033475857246144103
thinning,NA,250,79,region,zero_truncated,-0.4425737033800964,22,5,10.1861,Oceania,All,climate,-0.36356574499800554,0.07900795838209085
thinning,NA,250,79,region_climatezone,zero_truncated,-0.5570161025303976,19,1,6.086,Asia,Arid,climate,-0.5570161025303976,0
thinning,NA,250,79,region_climatezone,zero_truncated,-1,4,1,1.4558,Asia,Cold_Dry_Summer,climate,-1,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.7301780985513266,20,1,7.7036,Asia,Cold_Dry_Winter,climate,-0.7403908278577612,0.010212729306434576
thinning,NA,250,79,region_climatezone,zero_truncated,-0.8109825987287694,9,1,3.8388,Asia,Cold_Without_dry_season_Cold_Summer,climate,-0.8109825987287694,0
thinning,NA,250,79,region_climatezone,zero_truncated,0.009276437847866362,1,1,0.21560000000000001,Asia,Cold_Without_dry_season_Hot_Summer,human,0.009276437847866362,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.7763268744734625,15,1,5.6975999999999996,Asia,Cold_Without_dry_season_Warm_Summer,climate,-0.7848278656693738,0.0085009911959113
thinning,NA,250,79,region_climatezone,zero_truncated,-0.5990478875003915,9,1,3.1929,Asia,Polar,climate,-0.6312894213876328,0.03224153388724127
thinning,NA,250,79,region_climatezone,zero_truncated,-0.9209767154337524,5,1,1.9412,Asia,Temperate_Dry_Summer,climate,-0.9209767154337524,0
thinning,NA,250,79,region_climatezone,zero_truncated,0.007591504744690476,6,1,2.213,Asia,Temperate_Dry_Winter,human,0.007591504744690476,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.7805066362733925,6,1,2.7199,Asia,Temperate_Without_dry_season,climate,-0.8170899843745213,0.03658334810112884
thinning,NA,250,79,region_climatezone,zero_truncated,-0.9802887695264376,6,1,2.0293,Europe,Arid,climate,-0.9838213881248988,0.0035326185984612124
thinning,NA,250,79,region_climatezone,zero_truncated,-0.6401194940570774,3,1,1.5733000000000001,Europe,Cold_Dry_Summer,climate,-0.6401194940570774,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.5817595871537714,50,1,18.8351,Europe,Cold_Without_dry_season_Cold_Summer,climate,-0.6171081785201237,0.03534859136635227
thinning,NA,250,79,region_climatezone,zero_truncated,-0.5843932049197189,76,1,25.7657,Europe,Cold_Without_dry_season_Warm_Summer,climate,-0.6210554945342329,0.03666228961451401
thinning,NA,250,79,region_climatezone,zero_truncated,-0.7011971268954509,12,1,5.0120000000000005,Europe,Polar,climate,-0.663897788468093,0.037299338427357887
thinning,NA,250,79,region_climatezone,zero_truncated,-0.6694046988164635,14,1,4.5288,Europe,Temperate_Dry_Summer,climate,-0.6694046988164635,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.4500199598728789,51,1,19.2887,Europe,Temperate_Without_dry_season,climate,-0.3337292229334277,0.11629073693945119
thinning,NA,250,79,region_climatezone,zero_truncated,-0.42961165048543687,5,1,1.4832,Latin America,Arid,climate,-0.42961165048543687,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.8991546789262939,2,1,0.6743,Latin America,Cold_Dry_Summer,climate,-0.8991546789262939,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.6009907895053267,20,1,8.3166,Latin America,Polar,climate,-0.6210712323158315,0.020080442810504806
thinning,NA,250,79,region_climatezone,zero_truncated,-0.8107872765456129,6,1,1.9523,Latin America,Temperate_Dry_Summer,climate,-0.8561358414144956,0.045348564868882724
thinning,NA,250,79,region_climatezone,zero_truncated,-0.47918061320123173,2,1,0.7469,Latin America,Temperate_Dry_Winter,climate,-0.47918061320123173,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.38964287824768057,14,1,5.0767,Latin America,Temperate_Without_dry_season,climate,-0.4435307588216925,0.05388788057401195
thinning,NA,250,79,region_climatezone,zero_truncated,-0.3656091763976439,14,1,5.8062000000000005,Latin America,Tropical,climate,-0.38438050133200397,0.018771324934360067
thinning,NA,250,79,region_climatezone,zero_truncated,-0.15607442915313643,14,1,3.8802,North America,Arid,climate,-0.27049545535555164,0.1144210262024152
thinning,NA,250,79,region_climatezone,zero_truncated,-0.32777546199805474,36,1,13.6743,North America,Cold_Dry_Summer,climate,-0.39664950443308206,0.06887404243502732
thinning,NA,250,79,region_climatezone,zero_truncated,-0.5855864015820539,100,1,39.7458,North America,Cold_Without_dry_season_Cold_Summer,climate,-0.5846148555971161,9.715459849377606e-4
thinning,NA,250,79,region_climatezone,zero_truncated,-0.42617310370910166,28,1,10.8409,North America,Cold_Without_dry_season_Hot_Summer,climate,-0.4288192331101643,0.0026461294010626246
thinning,NA,250,79,region_climatezone,zero_truncated,-0.39199099139078725,93,1,36.0544,North America,Cold_Without_dry_season_Warm_Summer,climate,-0.40324746733790584,0.011256475947118594
thinning,NA,250,79,region_climatezone,zero_truncated,-0.7393788846362968,26,1,9.3799,North America,Polar,climate,-0.7125939819745354,0.026784902661761367
thinning,NA,250,79,region_climatezone,zero_truncated,-0.4425059476605869,13,1,4.0352,North America,Temperate_Dry_Summer,climate,-0.4251882789416391,0.0173176687189478
thinning,NA,250,79,region_climatezone,zero_truncated,-0.24618399339933994,33,1,11.6352,North America,Temperate_Without_dry_season,climate,-0.23019527652467106,0.01598871687466888
thinning,NA,250,79,region_climatezone,zero_truncated,-0.5152041702867072,1,1,0.3453,Oceania,Arid,climate,-0.5152041702867072,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.6839826839826839,1,1,0.1386,Oceania,Temperate_Dry_Summer,climate,-0.6839826839826839,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.3098751418842225,1,1,0.2643,Oceania,Temperate_Dry_Winter,climate,-0.3098751418842225,0
thinning,NA,250,79,region_climatezone,zero_truncated,-0.4684511929453815,15,1,7.6659,Oceania,Temperate_Without_dry_season,climate,-0.37249783923941227,0.09595335370596925
thinning,NA,250,79,region_climatezone,zero_truncated,-0.31738148984198644,4,1,1.772,Oceania,Tropical,climate,-0.31738148984198644,0
thinning,NA,250,80,overall,signed,-0.5452504330685144,740,38,267.856,All,All,climate,-0.5285855289613305,0.01666490410718391
thinning,NA,250,80,region,signed,-0.7050133457119646,94,10,34.468,Asia,All,climate,-0.7139507847316411,0.008937439019676474
thinning,NA,250,80,region,signed,-0.5760765237404051,215,7,76.473,Europe,All,climate,-0.5782751009177085,0.002198577177303429
