dataset_id,analysis,predictor,Unique,Average.share,Individual,I.perc(%),model_profile,total_adjusted_r_squared
16214,spatial_spd,human,-0.0469,0.008099999999999996,-0.0388,-228.24,human_climate,0.017
16214,spatial_spd,climate,0.0475,0.008099999999999996,0.0556,327.06,human_climate,0.017
16214,spatial_spd,human,-0.0655,0.0189,-0.0466,51.78,human_climate_time,-0.09
16214,spatial_spd,climate,-0.1666,0.1166,-0.05,55.56,human_climate_time,-0.09
16214,spatial_spd,time,-0.1071,0.1134,0.0063,-7,human_climate_time,-0.09
21314,spatial_spd,human,0.0324,0.0201,0.0525,10.96,human_climate,0.479
21314,spatial_spd,climate,0.4061,0.020100000000000007,0.4262,88.98,human_climate,0.479
21314,spatial_spd,human,0.0214,0.017499999999999998,0.0389,6.42,human_climate_time,0.606
21314,spatial_spd,climate,0.0321,0.199,0.2311,38.14,human_climate_time,0.606
21314,spatial_spd,time,0.1273,0.2088,0.3361,55.46,human_climate_time,0.606
516,spatial_spd,human,0.0696,0.0678,0.1374,28.93,human_climate,0.475
516,spatial_spd,climate,0.2694,0.06780000000000003,0.3372,70.99,human_climate,0.475
516,spatial_spd,human,0.1218,-0.002600000000000005,0.1192,21.1,human_climate_time,0.565
516,spatial_spd,climate,0.2535,0.031399999999999983,0.2849,50.42,human_climate_time,0.565
516,spatial_spd,time,0.09,0.07039999999999999,0.1604,28.39,human_climate_time,0.565
2289,spatial_spd,human,0.0575,0.0365,0.094,48.45,human_climate,0.194
2289,spatial_spd,climate,0.0637,0.03649999999999999,0.1002,51.65,human_climate,0.194
2289,spatial_spd,human,0.0801,0.02189999999999999,0.102,26.63,human_climate_time,0.383
2289,spatial_spd,climate,0.071,0.029500000000000012,0.1005,26.24,human_climate_time,0.383
2289,spatial_spd,time,0.1885,-0.008300000000000002,0.1802,47.05,human_climate_time,0.383
40450,spatial_spd,human,0.0332,0.012999999999999998,0.0462,15.93,human_climate,0.29
40450,spatial_spd,climate,0.2311,0.012899999999999995,0.244,84.14,human_climate,0.29
40450,spatial_spd,human,-0.0596,0.07830000000000001,0.0187,5.97,human_climate_time,0.313
40450,spatial_spd,climate,-0.0675,0.1811,0.1136,36.29,human_climate_time,0.313
40450,spatial_spd,time,0.0227,0.1579,0.1806,57.7,human_climate_time,0.313
40791,spatial_spd,human,0.1738,0.13539999999999996,0.3092,53.77,human_climate,0.575
40791,spatial_spd,climate,0.1306,0.1355,0.2661,46.28,human_climate,0.575
40791,spatial_spd,human,0.2217,0.058099999999999985,0.2798,44.63,human_climate_time,0.627
40791,spatial_spd,climate,0.1564,0.06919999999999998,0.2256,35.98,human_climate_time,0.627
40791,spatial_spd,time,0.052,0.06989999999999999,0.1219,19.44,human_climate_time,0.627
22757,spatial_spd,human,0.0527,-0.016999999999999994,0.0357,12.23,human_climate,0.292
22757,spatial_spd,climate,0.2734,-0.01699999999999996,0.2564,87.81,human_climate,0.292
22757,spatial_spd,human,0.0158,0.012199999999999999,0.028,11.07,human_climate_time,0.253
22757,spatial_spd,climate,-0.0357,0.14830000000000002,0.1126,44.51,human_climate_time,0.253
22757,spatial_spd,time,-0.0391,0.1514,0.1123,44.39,human_climate_time,0.253
46672,spatial_spd,human,0.0157,0.011800000000000001,0.0275,19.64,human_climate,0.14
46672,spatial_spd,climate,0.1009,0.011799999999999991,0.1127,80.5,human_climate,0.14
46672,spatial_spd,human,-0.0733,0.057300000000000004,-0.016,-14.29,human_climate_time,0.112
46672,spatial_spd,climate,-0.0224,0.0745,0.0521,46.52,human_climate_time,0.112
46672,spatial_spd,time,-0.0279,0.10400000000000001,0.0761,67.95,human_climate_time,0.112
45701,spatial_spd,human,0.1559,-0.032200000000000006,0.1237,23.65,human_climate,0.523
45701,spatial_spd,climate,0.4319,-0.032200000000000006,0.3997,76.42,human_climate,0.523
45701,spatial_spd,human,0.0637,0.045399999999999996,0.1091,17.29,human_climate_time,0.631
45701,spatial_spd,climate,0.0295,0.2005,0.23,36.45,human_climate_time,0.631
45701,spatial_spd,time,0.1082,0.18419999999999997,0.2924,46.34,human_climate_time,0.631
2377,spatial_spd,human,0.1009,0.06349999999999999,0.1644,42.48,human_climate,0.387
2377,spatial_spd,climate,0.1591,0.06340000000000001,0.2225,57.49,human_climate,0.387
2377,spatial_spd,human,-4e-4,0.1164,0.116,31.18,human_climate_time,0.372
2377,spatial_spd,climate,-0.0071,0.1488,0.1417,38.09,human_climate_time,0.372
2377,spatial_spd,time,-0.0146,0.12919999999999998,0.1146,30.81,human_climate_time,0.372
275,spatial_spd,human,-0.0658,0.020399999999999995,-0.0454,-17.87,human_climate,0.254
275,spatial_spd,climate,0.2794,0.02040000000000003,0.2998,118.03,human_climate,0.254
275,spatial_spd,human,-0.0449,0.008600000000000003,-0.0363,-11.2,human_climate_time,0.324
275,spatial_spd,climate,0.1111,0.10319999999999999,0.2143,66.14,human_climate_time,0.324
275,spatial_spd,time,0.0694,0.07640000000000001,0.1458,45,human_climate_time,0.324
18104,spatial_spd,human,-0.0329,-0.014200000000000004,-0.0471,-17.77,human_climate,0.265
18104,spatial_spd,climate,0.3268,-0.01419999999999999,0.3126,117.96,human_climate,0.265
18104,spatial_spd,human,0.0053,-0.0392,-0.0339,-6.62,human_climate_time,0.512
18104,spatial_spd,climate,0.406,-0.05970000000000003,0.3463,67.64,human_climate_time,0.512
18104,spatial_spd,time,0.2466,-0.047000000000000014,0.1996,38.98,human_climate_time,0.512
3042,spatial_spd,human,0.0175,0.20400000000000001,0.2215,37.54,human_climate,0.59
3042,spatial_spd,climate,0.1649,0.20400000000000001,0.3689,62.53,human_climate,0.59
3042,spatial_spd,human,-0.0349,0.1763,0.1414,25.66,human_climate_time,0.551
3042,spatial_spd,climate,0.0392,0.21289999999999998,0.2521,45.75,human_climate_time,0.551
3042,spatial_spd,time,-0.0396,0.1969,0.1573,28.55,human_climate_time,0.551
17292,spatial_spd,human,-0.0268,0.1289,0.1021,26.59,human_climate,0.384
17292,spatial_spd,climate,0.1535,0.1289,0.2824,73.54,human_climate,0.384
17292,spatial_spd,human,-0.0199,0.0806,0.0607,17.05,human_climate_time,0.356
17292,spatial_spd,climate,-0.0282,0.1749,0.1467,41.21,human_climate_time,0.356
17292,spatial_spd,time,-0.0286,0.17709999999999998,0.1485,41.71,human_climate_time,0.356
22101,spatial_spd,human,0.0697,0.0266,0.0963,23.37,human_climate,0.412
22101,spatial_spd,climate,0.2886,0.026599999999999957,0.3152,76.5,human_climate,0.412
22101,spatial_spd,human,-0.0421,0.0708,0.0287,8.04,human_climate_time,0.357
22101,spatial_spd,climate,0.0914,0.1135,0.2049,57.39,human_climate_time,0.357
22101,spatial_spd,time,-0.0549,0.1779,0.123,34.45,human_climate_time,0.357
4479,spatial_spd,human,0.0357,0.0213,0.057,16.67,human_climate,0.342
4479,spatial_spd,climate,0.2638,0.02130000000000004,0.2851,83.36,human_climate,0.342
4479,spatial_spd,human,0.0551,0.017399999999999992,0.0725,12.52,human_climate_time,0.579
4479,spatial_spd,climate,0.018,0.15000000000000002,0.168,29.02,human_climate_time,0.579
4479,spatial_spd,time,0.237,0.10160000000000002,0.3386,58.48,human_climate_time,0.579
4017,spatial_spd,human,-0.043,0.0109,-0.0321,-9.97,human_climate,0.322
4017,spatial_spd,climate,0.3428,0.010800000000000032,0.3536,109.81,human_climate,0.322
4017,spatial_spd,human,-7e-4,-0.0165,-0.0172,-2.48,human_climate_time,0.693
4017,spatial_spd,climate,0.1974,0.07730000000000001,0.2747,39.64,human_climate_time,0.693
4017,spatial_spd,time,0.3719,0.064,0.4359,62.9,human_climate_time,0.693
2879,spatial_spd,human,0.0804,-0.019200000000000002,0.0612,19.62,human_climate,0.312
2879,spatial_spd,climate,0.2704,-0.019199999999999995,0.2512,80.51,human_climate,0.312
2879,spatial_spd,human,-0.0484,0.0678,0.0194,5.24,human_climate_time,0.37
2879,spatial_spd,climate,0.0614,0.1079,0.1693,45.76,human_climate_time,0.37
2879,spatial_spd,time,0.0578,0.1237,0.1815,49.05,human_climate_time,0.37
20281,spatial_spd,human,0.2531,-0.1013,0.1518,58.38,human_climate,0.26
20281,spatial_spd,climate,0.2099,-0.1013,0.1086,41.77,human_climate,0.26
20281,spatial_spd,human,-0.0405,0.08030000000000001,0.0398,9.9,human_climate_time,0.402
20281,spatial_spd,climate,0.1939,-0.058499999999999996,0.1354,33.68,human_climate_time,0.402
20281,spatial_spd,time,0.1421,0.08510000000000001,0.2272,56.52,human_climate_time,0.402
19937,spatial_spd,human,-0.0234,0.055900000000000005,0.0325,23.72,human_climate,0.137
19937,spatial_spd,climate,0.0489,0.055900000000000005,0.1048,76.5,human_climate,0.137
19937,spatial_spd,human,-0.0265,0.04,0.0135,6.49,human_climate_time,0.208
19937,spatial_spd,climate,-0.0658,0.0958,0.03,14.42,human_climate_time,0.208
19937,spatial_spd,time,0.0708,0.09390000000000001,0.1647,79.18,human_climate_time,0.208
3582,spatial_spd,human,-0.0449,0.0477,0.0028,0.49,human_climate,0.572
3582,spatial_spd,climate,0.5215,0.047800000000000065,0.5693,99.53,human_climate,0.572
3582,spatial_spd,human,-0.043,0.0295,-0.0135,-2.14,human_climate_time,0.63
3582,spatial_spd,climate,0.3301,0.12619999999999998,0.4563,72.43,human_climate_time,0.63
3582,spatial_spd,time,0.0582,0.1293,0.1875,29.76,human_climate_time,0.63
48616,spatial_spd,human,0.1381,-0.037599999999999995,0.1005,24.22,human_climate,0.415
48616,spatial_spd,climate,0.3521,-0.03760000000000002,0.3145,75.78,human_climate,0.415
48616,spatial_spd,human,0.172,-0.06359999999999999,0.1084,16.91,human_climate_time,0.641
48616,spatial_spd,climate,0.3363,-0.0388,0.2975,46.41,human_climate_time,0.641
48616,spatial_spd,time,0.2265,0.00899999999999998,0.2355,36.74,human_climate_time,0.641
41305,spatial_spd,human,-0.0341,0.004899999999999998,-0.0292,13.97,human_climate,-0.209
41305,spatial_spd,climate,-0.1849,0.0049000000000000155,-0.18,86.12,human_climate,-0.209
41305,spatial_spd,human,0.0064,-0.0208,-0.0144,-7.13,human_climate_time,0.202
41305,spatial_spd,climate,0.0788,-0.1323,-0.0535,-26.49,human_climate_time,0.202
41305,spatial_spd,time,0.4116,-0.14140000000000003,0.2702,133.76,human_climate_time,0.202
40976,spatial_spd,human,-0.0083,0.0653,0.057,178.12,human_climate,0.032
40976,spatial_spd,climate,-0.0906,0.0653,-0.0253,-79.06,human_climate,0.032
40976,spatial_spd,human,0.0865,0.007700000000000012,0.0942,58.88,human_climate_time,0.16
40976,spatial_spd,climate,-0.0751,0.0474,-0.0277,-17.31,human_climate_time,0.16
40976,spatial_spd,time,0.1289,-0.03489999999999999,0.094,58.75,human_climate_time,0.16
19913,spatial_spd,human,0.1683,-0.0040000000000000036,0.1643,27.2,human_climate,0.604
19913,spatial_spd,climate,0.4433,-0.0040000000000000036,0.4393,72.73,human_climate,0.604
19913,spatial_spd,human,0.1771,0.025900000000000006,0.203,27.77,human_climate_time,0.731
19913,spatial_spd,climate,0.1704,0.1668,0.3372,46.13,human_climate_time,0.731
19913,spatial_spd,time,0.1279,0.0633,0.1912,26.16,human_climate_time,0.731
20678,spatial_spd,human,0.0562,-0.012200000000000003,0.044,9.8,human_climate,0.449
20678,spatial_spd,climate,0.4175,-0.012199999999999989,0.4053,90.27,human_climate,0.449
20678,spatial_spd,human,0.0379,0.004399999999999994,0.0423,9.28,human_climate_time,0.456
20678,spatial_spd,climate,-0.0271,0.21760000000000002,0.1905,41.78,human_climate_time,0.456
20678,spatial_spd,time,0.0062,0.2165,0.2227,48.84,human_climate_time,0.456
15333,spatial_spd,human,0.2139,-0.04770000000000002,0.1662,122.21,human_climate,0.136
15333,spatial_spd,climate,0.0179,-0.0477,-0.0298,-21.91,human_climate,0.136
15333,spatial_spd,human,0.0642,0.0364,0.1006,31.94,human_climate_time,0.315
15333,spatial_spd,climate,0.0753,-0.06720000000000001,0.0081,2.57,human_climate_time,0.315
15333,spatial_spd,time,0.1783,0.027700000000000002,0.206,65.4,human_climate_time,0.315
497,spatial_spd,human,0.0939,-0.026099999999999998,0.0678,14.58,human_climate,0.465
497,spatial_spd,climate,0.4232,-0.026100000000000012,0.3971,85.4,human_climate,0.465
497,spatial_spd,human,0.0014,0.022600000000000002,0.024,3.64,human_climate_time,0.66
497,spatial_spd,climate,0.3814,-0.0028000000000000247,0.3786,57.36,human_climate_time,0.66
497,spatial_spd,time,0.1956,0.06230000000000002,0.2579,39.08,human_climate_time,0.66
2611,spatial_spd,human,0.1013,-0.014100000000000001,0.0872,95.82,human_climate,0.091
2611,spatial_spd,climate,0.0179,-0.0141,0.0038,4.18,human_climate,0.091
2611,spatial_spd,human,-0.0231,0.054099999999999995,0.031,7.51,human_climate_time,0.413
2611,spatial_spd,climate,0.2127,-0.1055,0.1072,25.96,human_climate_time,0.413
2611,spatial_spd,time,0.3222,-0.04730000000000001,0.2749,66.56,human_climate_time,0.413
1965,spatial_spd,human,0.0937,0.09389999999999998,0.1876,36.64,human_climate,0.512
1965,spatial_spd,climate,0.2303,0.09389999999999998,0.3242,63.32,human_climate,0.512
1965,spatial_spd,human,0.0939,0.0417,0.1356,25.3,human_climate_time,0.536
1965,spatial_spd,climate,0.1834,0.06519999999999998,0.2486,46.38,human_climate_time,0.536
1965,spatial_spd,time,0.0238,0.1276,0.1514,28.25,human_climate_time,0.536
1703,spatial_spd,human,0.1251,-0.07859999999999999,0.0465,7.28,human_climate,0.639
1703,spatial_spd,climate,0.6709,-0.0787000000000001,0.5922,92.68,human_climate,0.639
1703,spatial_spd,human,0.1586,-0.09159999999999999,0.067,8.84,human_climate_time,0.758
1703,spatial_spd,climate,0.3186,0.1013,0.4199,55.4,human_climate_time,0.758
1703,spatial_spd,time,0.1198,0.1517,0.2715,35.82,human_climate_time,0.758
2011,spatial_spd,human,0.0172,0.0419,0.0591,15.04,human_climate,0.393
2011,spatial_spd,climate,0.2921,0.04199999999999998,0.3341,85.01,human_climate,0.393
2011,spatial_spd,human,0.0254,0.030400000000000003,0.0558,13.68,human_climate_time,0.408
2011,spatial_spd,climate,-0.0368,0.199,0.1622,39.75,human_climate_time,0.408
2011,spatial_spd,time,0.015,0.1753,0.1903,46.64,human_climate_time,0.408
40988,spatial_spd,human,0.0618,0.0741,0.1359,26.49,human_climate,0.513
40988,spatial_spd,climate,0.3027,0.0741,0.3768,73.45,human_climate,0.513
40988,spatial_spd,human,0.0408,0.062,0.1028,21.51,human_climate_time,0.478
40988,spatial_spd,climate,0.1596,0.12310000000000001,0.2827,59.14,human_climate_time,0.478
40988,spatial_spd,time,-0.0348,0.1271,0.0923,19.31,human_climate_time,0.478
14110,spatial_spd,human,0.1029,0.13040000000000002,0.2333,50.94,human_climate,0.458
14110,spatial_spd,climate,0.0946,0.13040000000000002,0.225,49.13,human_climate,0.458
14110,spatial_spd,human,-0.0514,0.172,0.1206,21.01,human_climate_time,0.574
14110,spatial_spd,climate,0.0239,0.13019999999999998,0.1541,26.85,human_climate_time,0.574
14110,spatial_spd,time,0.1157,0.1836,0.2993,52.14,human_climate_time,0.574
2576,spatial_spd,human,0.1896,-0.03359999999999999,0.156,169.57,human_climate,0.092
2576,spatial_spd,climate,-0.0309,-0.033600000000000005,-0.0645,-70.11,human_climate,0.092
2576,spatial_spd,human,0.0528,0.0621,0.1149,56.05,human_climate_time,0.205
2576,spatial_spd,climate,-0.0011,-0.0213,-0.0224,-10.93,human_climate_time,0.205
2576,spatial_spd,time,0.1133,-8.99999999999998e-4,0.1124,54.83,human_climate_time,0.205
41485,spatial_spd,human,0.0564,0.11499999999999999,0.1714,28.66,human_climate,0.598
41485,spatial_spd,climate,0.3118,0.11499999999999999,0.4268,71.37,human_climate,0.598
41485,spatial_spd,human,-0.0073,0.1079,0.1006,15.31,human_climate_time,0.657
41485,spatial_spd,climate,0.1863,0.1388,0.3251,49.48,human_climate_time,0.657
41485,spatial_spd,time,0.0593,0.17250000000000001,0.2318,35.28,human_climate_time,0.657
15866,spatial_spd,human,0.0429,-0.004299999999999998,0.0386,13.74,human_climate,0.281
15866,spatial_spd,climate,0.2469,-0.004200000000000009,0.2427,86.37,human_climate,0.281
15866,spatial_spd,human,0.1117,-0.029099999999999987,0.0826,13.56,human_climate_time,0.609
15866,spatial_spd,climate,0.1586,0.049600000000000005,0.2082,34.19,human_climate_time,0.609
15866,spatial_spd,time,0.3276,-0.009500000000000008,0.3181,52.23,human_climate_time,0.609
41762,spatial_spd,human,0.1186,-0.0121,0.1065,23.93,human_climate,0.445
41762,spatial_spd,climate,0.3502,-0.0121,0.3381,75.98,human_climate,0.445
41762,spatial_spd,human,-0.0258,0.0726,0.0468,10.59,human_climate_time,0.442
41762,spatial_spd,climate,0.2862,0.032399999999999984,0.3186,72.08,human_climate_time,0.442
41762,spatial_spd,time,-0.0026,0.0792,0.0766,17.33,human_climate_time,0.442
22786,spatial_spd,human,0.0853,-0.0505,0.0348,5.97,human_climate,0.583
22786,spatial_spd,climate,0.5986,-0.05059999999999998,0.548,94,human_climate,0.583
22786,spatial_spd,human,-0.0125,0.0223,0.0098,1.29,human_climate_time,0.758
22786,spatial_spd,climate,0.3113,0.11699999999999999,0.4283,56.5,human_climate_time,0.758
22786,spatial_spd,time,0.1755,0.1447,0.3202,42.24,human_climate_time,0.758
14498,spatial_spd,human,0.0586,-0.022199999999999998,0.0364,13.48,human_climate,0.27
14498,spatial_spd,climate,0.2555,-0.02210000000000001,0.2334,86.44,human_climate,0.27
14498,spatial_spd,human,-0.079,0.0727,-0.0063,-2.45,human_climate_time,0.257
14498,spatial_spd,climate,0.1011,0.0811,0.1822,70.89,human_climate_time,0.257
14498,spatial_spd,time,-0.0129,0.094,0.0811,31.56,human_climate_time,0.257
24089,spatial_spd,human,-0.0033,0.029400000000000003,0.0261,4.07,human_climate,0.642
24089,spatial_spd,climate,0.5868,0.02939999999999998,0.6162,95.98,human_climate,0.642
24089,spatial_spd,human,-0.0039,0.0198,0.0159,2.49,human_climate_time,0.638
24089,spatial_spd,climate,0.285,0.17040000000000005,0.4554,71.38,human_climate_time,0.638
24089,spatial_spd,time,-0.0046,0.1709,0.1663,26.07,human_climate_time,0.638
688,spatial_spd,human,0.0764,-0.0321,0.0443,22.6,human_climate,0.196
688,spatial_spd,climate,0.1839,-0.03210000000000002,0.1518,77.45,human_climate,0.196
688,spatial_spd,human,0.0675,-0.025300000000000003,0.0422,9,human_climate_time,0.469
688,spatial_spd,climate,0.1533,-0.014499999999999985,0.1388,29.59,human_climate_time,0.469
688,spatial_spd,time,0.2729,0.015100000000000002,0.288,61.41,human_climate_time,0.469
20304,spatial_spd,human,-2e-4,-0.026000000000000002,-0.0262,-8.14,human_climate,0.322
20304,spatial_spd,climate,0.3739,-0.026000000000000023,0.3479,108.04,human_climate,0.322
20304,spatial_spd,human,0.0647,-0.025899999999999992,0.0388,10.99,human_climate_time,0.353
20304,spatial_spd,climate,-0.0118,0.1994,0.1876,53.14,human_climate_time,0.353
20304,spatial_spd,time,0.0316,0.09519999999999999,0.1268,35.92,human_climate_time,0.353
45698,spatial_spd,human,0.4191,-0.043399999999999994,0.3757,96.33,human_climate,0.39
45698,spatial_spd,climate,0.0574,-0.0434,0.014,3.59,human_climate,0.39
45698,spatial_spd,human,0.0647,0.1582,0.2229,41.66,human_climate_time,0.535
45698,spatial_spd,climate,-0.0959,0.0577,-0.0382,-7.14,human_climate_time,0.535
45698,spatial_spd,time,0.145,0.205,0.35,65.42,human_climate_time,0.535
1654,spatial_spd,human,0.0315,-0.012900000000000002,0.0186,5.41,human_climate,0.344
1654,spatial_spd,climate,0.3385,-0.012900000000000023,0.3256,94.65,human_climate,0.344
1654,spatial_spd,human,0.0182,-0.006700000000000001,0.0115,3.8,human_climate_time,0.303
1654,spatial_spd,climate,0.1655,0.0731,0.2386,78.75,human_climate_time,0.303
1654,spatial_spd,time,-0.0413,0.0942,0.0529,17.46,human_climate_time,0.303
21708,spatial_spd,human,0.0592,0.05399999999999999,0.1132,34.2,human_climate,0.331
21708,spatial_spd,climate,0.1636,0.05399999999999999,0.2176,65.74,human_climate,0.331
21708,spatial_spd,human,0.0197,0.048100000000000004,0.0678,20.36,human_climate_time,0.333
21708,spatial_spd,climate,0.1241,0.04809999999999999,0.1722,51.71,human_climate_time,0.333
21708,spatial_spd,time,0.0023,0.0908,0.0931,27.96,human_climate_time,0.333
1902,spatial_spd,human,0.2319,0.1347,0.3666,70.23,human_climate,0.522
1902,spatial_spd,climate,0.0204,0.1347,0.1551,29.71,human_climate,0.522
1902,spatial_spd,human,0.0232,0.1954,0.2186,29.74,human_climate_time,0.735
1902,spatial_spd,climate,0.0728,0.06489999999999999,0.1377,18.73,human_climate_time,0.735
1902,spatial_spd,time,0.2138,0.1653,0.3791,51.58,human_climate_time,0.735
24996,spatial_spd,human,0.0664,0.039599999999999996,0.106,16.26,human_climate,0.652
24996,spatial_spd,climate,0.5067,0.03959999999999997,0.5463,83.79,human_climate,0.652
24996,spatial_spd,human,-0.005,0.09430000000000001,0.0893,13.33,human_climate_time,0.67
24996,spatial_spd,climate,0.1835,0.2202,0.4037,60.25,human_climate_time,0.67
24996,spatial_spd,time,0.0173,0.1594,0.1767,26.37,human_climate_time,0.67
821,spatial_spd,human,0.0213,0.015199999999999998,0.0365,7.54,human_climate,0.484
821,spatial_spd,climate,0.4324,0.015199999999999991,0.4476,92.48,human_climate,0.484
821,spatial_spd,human,-0.0067,0.0383,0.0316,6.64,human_climate_time,0.476
821,spatial_spd,climate,0.0938,0.1935,0.2873,60.36,human_climate_time,0.476
821,spatial_spd,time,-0.0085,0.1652,0.1567,32.92,human_climate_time,0.476
22047,spatial_spd,human,-0.0355,0.1708,0.1353,44.8,human_climate,0.302
22047,spatial_spd,climate,-0.0038,0.1707,0.1669,55.26,human_climate,0.302
22047,spatial_spd,human,-0.0292,0.1121,0.0829,16.68,human_climate_time,0.497
22047,spatial_spd,climate,0.0027,0.1119,0.1146,23.06,human_climate_time,0.497
22047,spatial_spd,time,0.1949,0.10469999999999999,0.2996,60.28,human_climate_time,0.497
20050,spatial_spd,human,0.0225,0.0011999999999999997,0.0237,9.92,human_climate,0.239
20050,spatial_spd,climate,0.2138,0.0012000000000000066,0.215,89.96,human_climate,0.239
20050,spatial_spd,human,0.0794,-0.018799999999999997,0.0606,19.3,human_climate_time,0.314
20050,spatial_spd,climate,-0.0231,0.1281,0.105,33.44,human_climate_time,0.314
20050,spatial_spd,time,0.0751,0.07319999999999999,0.1483,47.23,human_climate_time,0.314
45351,spatial_spd,human,0.0413,-0.016400000000000005,0.0249,6,human_climate,0.415
45351,spatial_spd,climate,0.4062,-0.016400000000000026,0.3898,93.93,human_climate,0.415
45351,spatial_spd,human,0.1245,-0.0495,0.075,11.7,human_climate_time,0.641
45351,spatial_spd,climate,0.1019,0.1442,0.2461,38.39,human_climate_time,0.641
45351,spatial_spd,time,0.2258,0.09360000000000002,0.3194,49.83,human_climate_time,0.641
2050,spatial_spd,human,-0.04,0.0764,0.0364,9.29,human_climate,0.392
2050,spatial_spd,climate,0.2793,0.07640000000000002,0.3557,90.74,human_climate,0.392
2050,spatial_spd,human,-0.0324,0.0484,0.016,4.12,human_climate_time,0.388
2050,spatial_spd,climate,0.0738,0.155,0.2288,58.97,human_climate_time,0.388
2050,spatial_spd,time,-0.0041,0.1473,0.1432,36.91,human_climate_time,0.388
22805,spatial_spd,human,0.1552,-0.031,0.1242,29.09,human_climate,0.427
22805,spatial_spd,climate,0.3338,-0.03109999999999996,0.3027,70.89,human_climate,0.427
22805,spatial_spd,human,0.1293,-0.013700000000000004,0.1156,31.24,human_climate_time,0.37
22805,spatial_spd,climate,0.1132,0.0837,0.1969,53.22,human_climate_time,0.37
22805,spatial_spd,time,-0.057,0.1143,0.0573,15.49,human_climate_time,0.37
1890,spatial_spd,human,-0.0122,0.057600000000000005,0.0454,9.96,human_climate,0.456
1890,spatial_spd,climate,0.3534,0.057599999999999985,0.411,90.13,human_climate,0.456
1890,spatial_spd,human,0.058,0.003499999999999996,0.0615,10.08,human_climate_time,0.61
1890,spatial_spd,climate,0.2208,0.1049,0.3257,53.39,human_climate_time,0.61
1890,spatial_spd,time,0.1536,0.06920000000000001,0.2228,36.52,human_climate_time,0.61
2588,spatial_spd,human,-0.0023,0.0697,0.0674,22.93,human_climate,0.294
2588,spatial_spd,climate,0.1564,0.06969999999999998,0.2261,76.9,human_climate,0.294
2588,spatial_spd,human,0.007,0.0494,0.0564,19.12,human_climate_time,0.295
2588,spatial_spd,climate,0.0199,0.12229999999999999,0.1422,48.2,human_climate_time,0.295
2588,spatial_spd,time,0.0014,0.0949,0.0963,32.64,human_climate_time,0.295
239,spatial_spd,human,0.1827,-0.00789999999999999,0.1748,-5826.67,human_climate,-0.003
239,spatial_spd,climate,-0.1703,-0.00789999999999999,-0.1782,5940,human_climate,-0.003
239,spatial_spd,human,0.3893,-0.13239999999999996,0.2569,108.4,human_climate_time,0.237
239,spatial_spd,climate,-0.0953,-0.06659999999999999,-0.1619,-68.31,human_climate_time,0.237
239,spatial_spd,time,0.2398,-0.09830000000000003,0.1415,59.7,human_climate_time,0.237
14803,spatial_spd,human,-0.0208,0.0771,0.0563,15.42,human_climate,0.365
14803,spatial_spd,climate,0.2316,0.07709999999999997,0.3087,84.58,human_climate,0.365
14803,spatial_spd,human,-0.0077,0.0443,0.0366,5.88,human_climate_time,0.622
14803,spatial_spd,climate,-0.0352,0.1842,0.149,23.95,human_climate_time,0.622
14803,spatial_spd,time,0.2565,0.1795,0.436,70.1,human_climate_time,0.622
15413,spatial_spd,human,-0.0478,0.0456,-0.0022,-0.54,human_climate,0.406
15413,spatial_spd,climate,0.3621,0.04570000000000002,0.4078,100.44,human_climate,0.406
15413,spatial_spd,human,-0.0568,0.045000000000000005,-0.0118,-3.21,human_climate_time,0.368
15413,spatial_spd,climate,0.0411,0.201,0.2421,65.79,human_climate_time,0.368
15413,spatial_spd,time,-0.0378,0.1754,0.1376,37.39,human_climate_time,0.368
4555,spatial_spd,human,0.08,-0.0203,0.0597,19.32,human_climate,0.309
4555,spatial_spd,climate,0.2698,-0.020299999999999985,0.2495,80.74,human_climate,0.309
4555,spatial_spd,human,0.0767,-0.016200000000000006,0.0605,13.78,human_climate_time,0.439
4555,spatial_spd,climate,0.1447,0.04470000000000002,0.1894,43.14,human_climate_time,0.439
4555,spatial_spd,time,0.1294,0.05930000000000002,0.1887,42.98,human_climate_time,0.439
48982,spatial_spd,human,0.0744,-0.008899999999999991,0.0655,21.27,human_climate,0.308
48982,spatial_spd,climate,0.2519,-0.008900000000000019,0.243,78.9,human_climate,0.308
48982,spatial_spd,human,0.0803,-0.012499999999999997,0.0678,19.43,human_climate_time,0.349
48982,spatial_spd,climate,0.0867,0.07300000000000001,0.1597,45.76,human_climate_time,0.349
48982,spatial_spd,time,0.0403,0.08109999999999999,0.1214,34.79,human_climate_time,0.349
343,spatial_spd,human,-0.0316,-0.004299999999999998,-0.0359,-42.24,human_climate,0.085
343,spatial_spd,climate,0.1253,-0.004299999999999998,0.121,142.35,human_climate,0.085
343,spatial_spd,human,-0.025,-1.999999999999988e-4,-0.0252,-9.96,human_climate_time,0.253
343,spatial_spd,climate,0.0804,0.025499999999999995,0.1059,41.86,human_climate_time,0.253
343,spatial_spd,time,0.1682,0.004400000000000015,0.1726,68.22,human_climate_time,0.253
2025,spatial_spd,human,-0.0114,0.0424,0.031,5.84,human_climate,0.531
2025,spatial_spd,climate,0.4575,0.04239999999999999,0.4999,94.14,human_climate,0.531
2025,spatial_spd,human,0.0236,0.005600000000000001,0.0292,4.17,human_climate_time,0.7
2025,spatial_spd,climate,0.4051,0.04930000000000001,0.4544,64.91,human_climate_time,0.7
