dataset_id,long,lat,depositionalenvironment,region,ecozone_koppen_5,pollen_percentage,n_taxa_harmonised_per_sequence,n_sample_filtered_per_sequence,n_chron_control_filtered_per_sequence,max_pol_counts_per_sequence,min_pol_counts_per_sequence,mean_pol_counts_per_sequence,max_chronology_age_per_sequence,min_chronology_age_per_sequence,mean_chronology_age_per_sequence,max_chronology_age_error_per_sequence,min_chronology_age_error_per_sequence,mean_chronology_age_error_per_sequence,max_calibrated_age_per_sequence,min_calibrated_age_per_sequence,mean_calibrated_age_per_sequence,calibrated_age_range_per_sequence,max_calibrated_age_uncertainty_per_sequence,min_calibrated_age_uncertainty_per_sequence,mean_calibrated_age_uncertainty_per_sequence
1715,-73.03056,46.72639,Bog,North America,Cold,FALSE,48,31,3,819,354,581,9730,0,5253.33,140,1,92,11286,874.5,6308.29,10411.5,2420.58,446.1,1683.9
258,-76.12028,54.04722,Natural Lake,North America,Cold,FALSE,35,24,4,860,378,528,6630,0,3505,180,1,126.5,8286.5,88,4615.19,8198.5,2413.25,404.02,1018.04
43533,-6.77117,58.26443,Glacial Scour Lake,Europe,Temperate,FALSE,51,73,6,561,427,493,12450,0,6739.17,160,10,78.33,11928,0,6670.8,11928,2094.01,21.01,1151.2
47502,-79.14519,-3.98978,Bog,Latin America,Temperate,FALSE,74,46,6,580,558,568,16517,0,6725.67,128,43,75.17,11719,70,4248,11649,1907.08,134.02,952.79
2266,-58.8,48.26,Lacustrine,North America,Cold,FALSE,41,41,3,202,197,200,11300,-30,5453.33,1240,10,463.33,11811.5,-7,4263.94,11818.5,3423.8,223.11,1886.11
24055,11.45624,46.63707,Valley Mire,Europe,Cold,FALSE,97,97,7,2177,854,1206,10020,-15,5073.57,250,70,138.57,11913,137,6422.29,11776,1459.58,244.61,713.5
287,-89.86667,43.08333,Mire,North America,Cold,FALSE,24,37,5,730,226,331,10485,0,6327,100,20,72,11957,2,7251.76,11955,1545.64,41.04,867.37
329,-73.86806,45.96111,Natural Lake,North America,Cold,FALSE,48,42,4,1073,86,633,9755,0,6113.75,100,1,66.5,11924.5,96.5,7357.94,11828,2119.16,210.03,1143.86
1548,-92.58798,46.71359,Kettle Lake,North America,Cold,FALSE,24,46,3,1100,964,999,13180,150,8110,600,25,325,11847,150,6747.3,11697,4259.87,52.51,3451.82
285,148.31667,-36.41667,Glacial Origin Lake,Oceania,Cold,FALSE,65,38,11,373,152,225,12620,-20,5252.73,240,15,97.27,11949,232,5279.8,11717,1164.91,222.04,468.65
40914,-72.3758,44.359,Natural Lake,North America,Cold,FALSE,56,131,14,635,328,526,11950,-51,4512.57,140,1,67.64,11841.5,-51,4017.71,11892.5,1223.05,2,383.84
45395,27.06917,57.73722,Mire,Europe,Cold,FALSE,19,53,13,278,182,225,9804,0,5270.23,630,59,252.54,10018.5,100,4061.47,9918.5,789.7,173.52,438.04
46630,-123.68572,48.58358,Natural Lake,North America,Temperate,FALSE,39,59,19,376,241,323,11960,-64,3316.59,150,1,20.68,11839,-46,5469.34,11885,328.56,5.5,170.19
1694,-71.58333,-41.33333,Mire,Latin America,Temperate,FALSE,62,41,10,663,88,328,13170,0,7309.5,550,40,275,11859.5,282,5915.38,11577.5,1158.88,369.73,780.61
4549,11.025,46.85833,Mire,Europe,Polar,FALSE,80,66,8,2086,980,1307,8600,-26,5998,250,80,142.5,9996.5,258,6175.43,9738.5,1416.4,183.54,476.14
18100,-67.88831,10.09484,Tectonic Origin Lake,Latin America,Tropical,FALSE,72,36,10,1278,350,643,12930,-27,6641.3,500,1,258.1,11851.5,60,6633.97,11791.5,1482.01,183.1,693.55
15366,-77.47606,-7.63643,Moraine Dammed Lake,Latin America,Polar,FALSE,73,40,10,394,223,294,12340,-46,6952.9,350,1,155.1,11815.5,105,6856.6,11710.5,1373.59,51.71,544.19
15203,-79.95306,43.46139,Bog,North America,Cold,FALSE,47,92,4,926,197,311,13660,-25,5780,370,25,136.25,11668,-23,3681.68,11691,2767.27,44.51,1239.95
15594,-116.66502,33.76797,Marsh,North America,Cold,FALSE,33,22,9,323,107,185,8040,-50,4767.78,95,1,45.67,9117,365,5540.52,8752,800.79,184,499.22
15724,-149.908,64.413,Dune Dammed Lake,North America,Cold,FALSE,29,67,17,541,29,328,9780,-45,4580.29,200,10,70.59,11735,7,5526.03,11728,844.16,119.01,395.63
14923,-113.44306,45.83801,Moraine Dammed Lake,North America,Arid,FALSE,16,22,9,320,217,269,13430,-48,6225.22,160,4,81.11,11184,-7,4591.8,11191,745.59,134.12,480.01
17404,-86.48457,46.14313,Kettle Lake,North America,Cold,FALSE,43,70,5,609,366,480,9500,-30,5216,145,2,82.4,10936,-30,4438.59,10966,1344.27,4,768.35
16131,-115.4879,41.7816,Soligenous Mire,North America,Cold,FALSE,51,41,8,754,280,403,8140,-25,4258.12,190,5,116.88,9379,-23,4517.07,9402,984.14,17.01,551
3471,-76.37833,57.11667,Glacial Origin Lake,North America,Polar,FALSE,39,45,5,708,504,561,7010,0,3540,240,40,164,8080,1.5,3828.9,8078.5,1037.05,72.01,697.4
1631,-76.61667,-10.76667,Glacial Origin Lake,Latin America,Polar,FALSE,56,37,4,474,169,242,10050,0,4205,200,30,132.5,11967.5,-1,3973.22,11968.5,1961.24,58.5,1158.15
3130,-73.97256,44.18038,Glacial Origin Lake,North America,Cold,FALSE,32,26,9,12540,3240,6389,10475,-26,3930.44,230,2,154.67,11674,-26,4025.4,11700,1200.47,231.65,505.92
22791,8.06643,47.92904,Raised Bog,Europe,Cold,FALSE,63,71,15,613,102,393,10250,-35,5617.67,70,40,54,11978,-14,6112.01,11992,625.11,79.01,282.95
4259,26.23393,62.34206,Lacustrine,Europe,Cold,FALSE,44,89,6,2579,107,860,8480,580,5201.67,130,70,93.33,9732.5,412,5294.21,9320.5,1413.2,77.52,697.85
24863,-0.09583,47.22167,Marsh,Europe,Temperate,FALSE,74,68,9,396,224,320,12669,0,5054,834,96,209.78,11839.5,152,4057.04,11687.5,2083.22,155.5,726.7
4425,6.33639,44.42,Fen,Europe,Cold,FALSE,72,108,3,617,143,305,12520,0,6973.33,360,220,276.67,11991.5,364,6592.67,11627.5,2905.52,675.65,2114.27
1633,-92.82755,45.04603,Kettle Lake,North America,Cold,FALSE,46,25,7,3008,792,1280,11770,0,5492.86,110,30,75.71,11562,0,5131.26,11562,1101.92,58.01,654.1
15392,-63.25413,67.18071,Glacial Origin Lake,North America,Polar,FALSE,36,15,16,575,344,514,44400,-46,15314,1020,100,275,11266,171.5,5980.6,11094.5,2554.5,255.07,703.02
22344,13.32283,49.15026,Raised Bog,Europe,Cold,FALSE,63,101,6,1628,201,588,10320,2126,5802.5,70,36,47,11988,910,5191,11078,1005.19,63.55,624.35
1755,-155.03333,66.91667,Moraine Dammed Lake,North America,Cold,FALSE,31,34,5,424,298,348,15190,0,7612,268,90,171.6,11509.5,690.5,6542.79,10819,1788.57,509.11,1331.91
45281,25.27361,47.1125,Lacustrine,Europe,Cold,FALSE,54,59,9,1099,201,526,18093,-44,6413.89,2744,50,731.56,11798,861,5501.42,10937,1842.49,393.03,953.48
2352,-145.21667,68.26667,Kettle Lake,North America,Cold,FALSE,30,36,4,445,119,240,9230,0,4317.5,266,70,129,11941.5,253,6296.86,11688.5,4418.66,170.01,1431.4
32426,145.96036,-41.45226,Cirque Lake,Oceania,Temperate,FALSE,89,123,20,652,574,598,13655,-64,7427.75,100,5,92.25,11826,-63,5631.31,11889,688.05,9,410.79
4393,24.17439,60.43763,Raised Bog,Europe,Cold,FALSE,51,73,9,1498,176,988,9180,-35,4243.89,170,25,107.22,10503,303.5,4251.92,10199.5,1173.62,157.1,404.63
22788,14.19889,51.99639,Lacustrine,Europe,Cold,FALSE,76,52,5,1606,607,831,12670,-40,4538,820,25,307,11578.5,9,3004.27,11569.5,3193.29,175.74,986.31
4421,-5.228,58.055,Natural Lake (Origin Unknown),Europe,Temperate,FALSE,39,136,8,691,97,360,9474,0,5971,250,100,145.75,11961.5,375,6947.56,11586.5,1579.68,270.12,892
22960,7.97638,46.6798,Natural Lake,Europe,Polar,FALSE,110,212,13,860,199,378,8005,-45,5095.38,105,1,74.69,9090,-42,3745.35,9132,636.05,10,329.66
4377,21.27687,49.42344,Bog,Europe,Cold,FALSE,60,67,5,1495,357,873,6720,-40,2986,80,40,52,9445.5,-22.5,5170.22,9468,2836.76,64,881.39
3048,-119.48333,56.76667,Glacial Origin Lake,North America,Cold,FALSE,28,9,4,622,329,523,10000,-32,6399.5,300,16,189,11716,-31,6725.06,11747,2296.42,30.5,1166.09
857,-73.47583,46.27583,Natural Lake,North America,Cold,FALSE,54,58,6,1043,427,610,9105,0,4979.17,380,1,191.83,10381,90,5491.47,10291,1637.86,232.54,899.57
699,-76.45,36.58333,Mire,North America,Temperate,FALSE,54,26,3,663,246,391,8900,0,4160,160,30,96.67,11550.5,62,6090.92,11488.5,5760.66,296.56,1853.2
1621,-42.21667,-17.95,Natural Lake,Latin America,Tropical,FALSE,32,77,7,628,319,431,9480,-43,4851,120,1,77.29,10995,-43,4663.73,11038,1041.65,2,567.05
20833,-106.51142,36.04623,Fen,North America,Cold,FALSE,42,28,9,313,135,216,11850,-55,4032.22,80,5,44.89,11961.5,-48,4989.89,12009.5,1361.92,21.51,600.66
15904,-78.40148,43.0402,Natural Lake (Origin Unknown),North America,Cold,FALSE,58,81,9,812,340,463,10230,-43,5003,120,10,85.56,11957.5,-43,4726.68,12000.5,851.6,19,428.59
2049,-105.54167,40.08333,Glacial Scour Lake,North America,Cold,FALSE,41,41,10,1804,221,715,9490,1590,5236,300,190,220,11200,562,5036.43,10638,1452.11,323.04,595.82
324,-73.5711,42.5862,Natural Lake,North America,Cold,FALSE,52,34,12,929,302,525,8730,500,4787.5,180,50,144.17,9843.5,511.5,5358.19,9332,543.14,100.51,363.92
40111,-80.77947,34.16459,Wind Origin Lake,North America,Temperate,FALSE,43,45,16,372,294,326,28020,-65,13428.75,340,1,87.25,11985,-45,6741.12,12030,1142.16,127.05,639.67
2381,-107.01325,44.26894,Glacial Origin Lake,North America,Cold,FALSE,34,49,3,376,233,300,12910,0,7323.33,800,60,463.33,11884,11,5641.49,11873,3373.95,93.51,2662.25
17385,-148.24906,62.84226,Glacial Origin Lake,North America,Cold,FALSE,30,17,5,583,350,413,13400,-35,6921,160,10,86,11821,152,7154.94,11669,817.8,40.62,454.6
1769,-58.05,52.26667,Lacustrine,North America,Cold,FALSE,49,47,7,1487,163,665,9640,0,4237.14,170,50,102.86,11482.5,150,5456.55,11332.5,1501.2,233.6,592.82
1142,-66.08333,66.135,Lacustrine,North America,Cold,FALSE,23,69,6,536,117,257,8815,0,4844.17,275,50,200.83,10073.5,10,4400.94,10063.5,1520.21,83.51,524.65
796,-110.3,44.06667,Glacial Scour Lake,North America,Cold,FALSE,30,25,6,670,291,379,12100,0,7483.33,220,30,160,11970,553.5,6433.08,11416.5,2086.56,380.62,1203.96
510,-73.34194,45.96083,Bog,North America,Cold,FALSE,51,24,6,1397,327,643,6490,0,4310,120,1,88.5,8629,895,5776.52,7734,1868.23,220.67,712.66
22942,20.20581,53.75192,Glacial Origin Lake,Europe,Cold,FALSE,86,59,13,1314,670,1049,11290,-30,6599.62,300,50,107.31,11919,304.5,6526.75,11614.5,746.09,203.53,494.59
16133,-115.518,41.1294,Marsh,North America,Arid,FALSE,43,39,11,904,274,471,23200,-30,8463.64,2000,10,505.45,11613,2,5663.58,11611,2519.37,114.01,1057.41
44896,-4.10186,53.19743,Kettle Lake,Europe,Temperate,FALSE,60,156,12,2694,836,1304,9680,-37,6308.17,70,1,60.5,11104,57,6360.25,11047,1303.8,129.06,451.75
14941,137.21538,-4.02326,Valley Mire,Oceania,Polar,FALSE,51,21,4,1006,316,580,13850,-31,7754.75,520,1,310.25,11180,-31,4436.5,11211,2453.05,2,1858.13
16219,-7.68021,53.40001,Natural Lake,Europe,Temperate,FALSE,57,42,29,598,255,408,10408,-62,2491.86,148,1,62.07,10543,-54,1415.9,10597,1252.6,32.01,273.68
24952,5.32667,46.53944,Bog,Europe,Temperate,FALSE,47,65,3,575,160,252,11293,-45,4848.33,220,100,143.33,11971.5,605,6545.98,11366.5,3817.97,389.6,2117.68
41909,-7.57639,40.34167,Glacial Origin Lake,Europe,Temperate,FALSE,106,259,27,2869,436,1102,11900,-33,5476.19,123,20,53.07,11988,-69,5813.28,12057,551.08,2,209.29
1762,-107.6975,37.73778,Fen,North America,Cold,FALSE,32,29,3,976,327,478,8890,-11,4606.33,600,10,263.33,10813,77,5481.78,10736,4288.31,599.03,1724.65
1639,-93.60713,47.28046,Kettle Lake,North America,Cold,FALSE,50,35,6,583,280,370,10660,0,4970,110,20,75,11587,38,5001.13,11549,1116.63,122.05,545.52
4473,21.1,49.63333,Soligenous Mire,Europe,Cold,FALSE,50,96,6,1000,242,538,8210,0,4478.33,250,75,145,10525,155,5737.78,10370,1572.02,180.01,745.02
15955,-79.1631,-2.77175,Moraine Dammed Lake,Latin America,Polar,FALSE,69,27,12,433,160,287,13160,-45,8668.75,160,1,67.58,11750,48,6751.07,11702,1213.09,449.72,739.04
1661,-75.66667,40.48333,Swamp,North America,Cold,FALSE,49,19,5,423,282,338,12400,0,9273,170,20,104,11971,1,6302.74,11970,3168.57,40.51,2297.85
48769,8.76777,53.65389,Raised Bog,Europe,Temperate,FALSE,52,139,10,3421,515,796,6774,322,3203.4,328,122,214.2,9483.5,208,5054.71,9275.5,2559.72,183.04,782.62
22407,-121.78506,44.76171,Glacial Origin Lake,North America,Cold,FALSE,37,82,6,554,320,359,11270,-55,4714.17,40,3,28.83,11667,283,5502.51,11384,1674.65,196.52,849.18
24032,24.33333,41.98333,Mire,Europe,Cold,FALSE,75,20,7,1718,165,949,27833,-59,13195.71,429,50,194,11847.5,-29,6533.25,11876.5,1701.16,64,1324.99
40642,7.47917,46.31167,Natural Lake,Europe,Cold,FALSE,71,91,7,909,75,484,8980,12,4623.57,250,37,76.14,10802.5,170.5,6304.81,10632,1991.88,87.51,598.1
41589,7.40589,46.38679,Glacial Origin Lake,Europe,Polar,FALSE,83,144,21,6496,3906,5755,9810,310,5415.48,90,22,41.71,11244.5,102.5,5970.85,11142,450.56,43.51,192.77
40958,8.9773,47.77416,Raised Bog,Europe,Cold,FALSE,98,457,39,747,113,447,13075,365,6500.77,155,40,70.13,11933,257.5,4994.92,11675.5,586.06,57,240.09
2654,-73.31694,45.54583,Natural Lake,North America,Cold,FALSE,45,40,4,918,26,466,9215,0,4733.75,205,1,119,11231.5,0,6768.52,11231.5,6632.15,2,2266.33
1160,-85.7263,37.43148,Solution Origin Lake,North America,Temperate,FALSE,61,28,7,566,383,474,20330,-33,8715.29,630,1,210.14,11889,-31,3746.55,11920,3702.78,6,1439.62
823,-79.39,45.41,Lacustrine,North America,Cold,FALSE,34,28,4,403,210,298,9800,-30,5296.25,400,10,227.5,11909.5,-29,6072.12,11938.5,2474.46,19.5,1210.68
342,7.69444,44.15,Mire,Europe,Cold,FALSE,70,33,6,489,140,319,10690,-20,4911.67,250,110,168.33,11941.5,393,3491.42,11548.5,2512.17,197.04,1236.49
21903,-77.1432,2.0024,Floodplain Mire,Latin America,Tropical,FALSE,86,53,9,1812,414,1157,7830,-50,4045.89,60,1,39.22,8583,-50,4176.2,8633,952.61,2,425.2
1443,-69.18333,-14.8,Mire,Latin America,Polar,FALSE,22,21,4,399,54,217,7490,0,3043.75,85,1,56.5,8409.5,49,3674.38,8360.5,1419.65,112.02,800.64
20029,27.71667,70.83333,Glacial Origin Lake,Europe,Polar,FALSE,44,53,4,549,130,470,9290,-43,5039.25,140,1,87.75,11405.5,-43,6095.67,11448.5,2693.05,2,1112.91
1866,-101.58333,19.58333,Volcanic Origin Lake,Latin America,Temperate,FALSE,42,34,8,338,241,305,44100,-22,16702.25,2700,1,701.38,11359.5,31,3300.53,11328.5,2337.59,292.59,1065.65
17393,-121.49568,49.98997,Glacial Origin Lake,North America,Cold,FALSE,42,52,4,368,160,285,10140,-26,5044,200,30,120,11948,14,5587.03,11934,1641.53,126.56,1092.86
22976,10.89211,42.98735,Lacustrine,Europe,Temperate,FALSE,120,132,21,1356,104,915,15550,-55,6793.81,300,25,94,10238,475.5,6577.77,9762.5,1223.06,86.12,650.21
22709,-6.27778,57.6225,Open-water Transition Mire,Europe,Temperate,FALSE,63,62,11,1025,276,557,10474,0,6011.45,250,60,111.82,11904.5,119,5118.06,11785.5,754,185.52,443.33
15902,-127.27054,51.00367,Glacial Scour Lake,North America,Temperate,FALSE,55,35,5,5306,1025,2296,11820,-53,4861,90,3,40.4,11680,25,5759.3,11655,2010.9,132.22,1145.72
20295,-133.56345,60.44414,Kettle Lake,North America,Cold,FALSE,31,37,8,326,27,263,10090,-60,5122.5,100,5,43.62,11557.5,-60,4908.3,11617.5,1001.54,9.5,584.55
4192,17.38084,52.54901,Natural Lake,Europe,Cold,FALSE,62,84,10,832,433,582,9060,0,3920,250,70,119,10620,743,5197.14,9877,1160.67,210.03,543.24
44723,8.08088,47.09076,Kettle Lake,Europe,Cold,FALSE,63,220,93,1736,353,739,14190,-40,8158.12,150,40,78.44,11999.5,-26,5427.02,12025.5,369.03,33.02,202.63
316,-79.61639,38.15472,Solution Origin Lake,North America,Cold,FALSE,52,18,11,519,86,395,17130,-39,12366.91,230,1,126,11701.5,-39,5780.92,11740.5,2657.95,2,1928.1
22049,-74.15686,4.99445,Mire,Latin America,Temperate,FALSE,63,24,4,6996,724,1951,6630,0,2367.5,100,50,62.5,8039,1,2921.19,8038,2243.16,80.52,878.51
318,-110.26056,44.29861,Fen,North America,Cold,FALSE,42,54,5,905,191,365,9550,0,4930,350,8,231.6,11957,0,7060.56,11957,3623.55,16.01,1433.02
3492,-95.01084,47.24089,Kettle Lake,North America,Cold,FALSE,46,53,5,414,302,357,10430,0,4802,150,10,112,11710,8,4479.66,11702,2189.26,38.01,1136.09
678,-118.7,62.05,Kettle Lake,North America,Cold,FALSE,30,20,6,559,447,505,10500,-32,5081.33,200,16,104.33,11991.5,-32,6054.95,12023.5,1256.19,31.02,762.95
2637,-145.7,63.06667,Kettle Lake,North America,Cold,FALSE,26,31,5,371,224,291,11540,0,6256,270,80,134,11796,131,6073.34,11665,1353.72,169.02,855.19
1704,-133.46667,68.26667,Glacial Origin Lake,North America,Cold,FALSE,28,58,6,1505,295,638,11300,-25,6522.5,220,12,152,11954.5,-25,4941.8,11979.5,1258.97,24.01,863.82
4286,21,68.91667,Glacial Origin Lake,Europe,Cold,FALSE,26,56,9,843,133,484,9040,0,6163.33,250,140,173.33,11030.5,112,5041.88,10918.5,1336.68,284.06,729.98
20131,6.62428,52.76867,Glacial Meltwater Channel Lake,Europe,Temperate,FALSE,51,192,5,378,159,311,12380,0,8920,230,1,134.2,11958.5,0,5994.02,11958.5,3531.27,2,2526.09
2286,-73.33083,45.96389,Natural Lake,North America,Cold,FALSE,47,31,5,967,384,551,6920,0,3184,80,1,60.2,9441,0,4204.6,9441,2445.55,2,833.65
673,-71.83333,44.03333,Mire,North America,Cold,FALSE,42,25,7,1234,230,427,13000,0,6188.57,400,20,165,11323.5,0,4839.9,11323.5,1286.34,41.01,668.02
3473,-89.9,46.25,Glacial Origin Lake,North America,Cold,FALSE,24,26,4,479,243,367,9460,200,5462.5,100,50,76.25,11820.5,201,7482.73,11619.5,2915.56,99.01,1230.84
17396,-94.6867,46.96784,Glacial Origin Lake,North America,Cold,FALSE,65,125,36,3036,440,1358,41190,-50,7968.89,910,1,128.64,11818,-50,6501.55,11868,539.09,2,264.82
19323,-104.94659,66.34697,Glacial Scour Lake,North America,Cold,FALSE,32,55,7,542,144,437,7780,-45,4980.71,90,5,52.14,9746,118,6122.26,9628,1661.65,128,555.06
533,-110.248,44.5048,Lacustrine,North America,Cold,FALSE,37,32,3,607,209,339,12100,-16,6311.33,200,10,120,11919,130,6396.92,11789,2194.1,449.14,1656.68
4213,7.29917,47.03194,Glacial Origin Lake,Europe,Cold,FALSE,72,83,10,1876,402,1018,9500,1690,4217,90,50,63,11136,369.5,5286.4,10766.5,1252.25,123.05,525.94
22687,12.91361,52.31361,Fen,Europe,Cold,FALSE,73,73,7,1472,559,714,12880,-44,5336.57,145,25,104.29,11988,-38,5917.84,12026,1212.09,38.5,670.46
41527,-5.76889,43.52889,Mire,Europe,Temperate,FALSE,27,55,13,728,122,489,11229,83,4614.92,283,50,128.38,11421.5,122.5,5659.27,11299,1000.68,114.51,362.08
215,-6.43333,52.95,Blanket Bog,Europe,Temperate,FALSE,53,28,4,652,160,324,5830,-35,2758.75,110,50,70,8403.5,219,3480.18,8184.5,5985.25,160.06,817.75
4492,-3.43333,43.15,Bog,Europe,Temperate,FALSE,63,48,5,595,271,391,7830,0,2840,250,70,110,8712,24,3168.43,8688,1344.09,109.01,571.41
45345,9.41694,63.05972,Natural Lake,Europe,Cold,FALSE,67,85,9,574,284,439,12199,-51,6801.78,767,50,242.89,11737,-27,4544.43,11764,796.11,65.51,580.4
16214,-2.81224,41.96466,Mire,Europe,Cold,FALSE,82,92,5,748,495,573,9580,-44,4235.2,70,2,54.4,11985,-44,6578.03,12029,2884.75,4.01,1051.66
21314,-145.45606,60.52977,Raised Bog,North America,Cold,FALSE,19,38,15,1076,574,676,10050,-60,4871,100,1,51.4,11487.5,-60,5220.59,11547.5,634.01,2,295.95
516,-78.1,44.1,Glacial Origin Lake,North America,Cold,FALSE,42,86,7,203,192,200,12237,-30,5241.14,536,10,216.29,11475,-24,3707.78,11499,1247.66,25,621.45
14264,-63.71168,-13.26535,Oxbow Lake,Latin America,Tropical,FALSE,91,32,6,842,576,664,5954,0,2209.5,215,1,96.83,6036.5,0,2123.33,6036.5,954.65,2,407.58
2289,-77.925,41.91667,Kettle Lake,North America,Cold,FALSE,29,21,3,452,397,425,14175,0,5566.67,220,20,146.67,11879,169,6882.52,11710,5021.44,487.12,3724.07
40450,6.99669,47.01867,Natural Lake,Europe,Cold,FALSE,90,168,8,1503,378,965,12880,-36,5042.38,90,1,56.38,11974.5,25,4954.02,11949.5,1904.66,142,895.77
40791,-73.0961,42.3768,Natural Lake,North America,Cold,FALSE,41,54,12,720,420,537,12800,-54,5888.83,160,1,44.25,11903.5,-54,5544.13,11957.5,1350.72,1.51,486.85
22757,13.86258,48.77426,Moraine Dammed Lake,Europe,Cold,FALSE,75,32,6,843,381,573,8264,-40,3758,65,1,48.5,10998,75.5,3675.91,10922.5,6047.19,157.53,1101.69
1817,-73.05517,42.64971,Glacial Origin Lake,North America,Cold,FALSE,64,50,14,2153,230,855,11600,-23,6479.43,280,1,192.21,11930.5,-23,7502.95,11953.5,1102.17,2,569.37
46672,-135.01426,56.54997,Glacial Scour Lake,North America,Temperate,FALSE,24,34,12,362,215,323,12660,-50,7560.83,60,1,34.58,11745,-30,5871.54,11775,1274.24,127.05,584.88
45701,10.35774,61.1078,Natural Lake,Europe,Cold,FALSE,63,70,9,1398,598,1099,12111,-49,4772.78,582,50,222.22,11844.5,-27,6140.51,11871.5,1531.44,66.51,553.95
2377,-64.18333,45.01667,Mire,North America,Cold,FALSE,38,39,5,893,158,440,9180,0,5678,510,30,280,10539,-1,5377.46,10540,1658.16,59.51,1071.2
2028,-92.7,49.35,Glacial Origin Lake,North America,Cold,FALSE,56,27,7,896,482,654,11110,0,7740,200,40,162.86,11935,3,8626.93,11932,1759.94,73.51,690.79
275,-94.55363,46.2693,Glacial Origin Lake,North America,Cold,FALSE,55,74,7,523,170,268,10650,-24,4005.14,100,5,62.14,11991.5,-24,4538.38,12015.5,1651.26,11,654.55
18104,-71.05064,-36.86011,Fen,Latin America,Temperate,FALSE,53,55,9,2090,203,670,13820,-52,6237.44,130,1,64.22,11538,41,5501.66,11497,1372.55,304.06,933.68
3042,-80.4,43.91,Lacustrine,North America,Cold,FALSE,41,48,4,226,199,208,10800,-30,5612.5,360,10,182.5,11964.5,5,6269.7,11959.5,1703.05,230.65,1171.37
523,-77.55,39.96667,Lacustrine,North America,Cold,FALSE,54,17,4,414,279,333,15210,0,10030,150,50,113.75,11614,5,6216.53,11609,2653.19,85.01,2043.98
17292,-105.26667,55.26667,Kettle Lake,North America,Cold,FALSE,29,39,3,668,228,347,8520,0,4840,170,20,120,9914.5,1,5124.31,9913.5,2326.17,40.5,1613.69
22101,-76.09258,6.47451,Mire,Latin America,Polar,FALSE,79,111,7,1393,98,432,13240,-45,6078.29,70,5,43.57,11861,-45,6264.92,11906,1191.34,10.51,699.37
4479,21.56259,49.73807,Drained Lake,Europe,Cold,FALSE,58,43,9,1199,73,390,11190,0,5975.56,250,50,101.11,11595,488.5,5659.05,11106.5,661.64,178.53,358.62
4017,33.85,62.31667,Mire,Europe,Cold,FALSE,32,35,4,709,258,410,7830,0,3250,250,60,122.5,10738,277.5,5441.69,10460.5,4165.9,259.6,1515.18
2879,-116.3678,50.78295,Kettle Lake,North America,Cold,FALSE,39,48,3,1985,543,991,6850,-29,3627,320,10,160,9213,-8,4724.51,9221,6965.16,148.59,2207.69
20281,-135.34404,60.81122,Glacial Origin Lake,North America,Arid,FALSE,24,48,10,472,220,303,9480,-50,4370,147,5,54,10822.5,123.5,4926.65,10699,535.76,133.02,355.77
19937,-86.52289,41.75667,Kettle Lake,North America,Cold,FALSE,65,123,16,719,459,591,12740,-55,6947.19,300,2,90.75,11834,-45,5552.63,11879,1749.82,46.02,689.66
3582,-76.68333,36.16667,Mire,North America,Temperate,FALSE,64,17,7,2071,284,1023,27700,0,13462.86,2600,20,824.29,11940,582,6327.85,11358,2967.97,955.66,2169.52
48616,-120.65228,53.60656,Kettle Lake,North America,Cold,FALSE,19,35,5,794,634,704,9484,-51,5291.8,110,1,57.6,10444.5,-12,5765.53,10456.5,1633.1,237.29,1025.13
41305,-3.94271,50.62278,Mire,Europe,Temperate,FALSE,47,81,13,317,145,268,8287,516,4018.92,199,22,92.31,8042,218.5,3816.79,7823.5,478.03,82.52,258.83
40976,-125.1271,49.7887,Palustrine,North America,Temperate,FALSE,29,87,8,1361,697,875,11900,990,6497.5,40,30,31.25,11857,702,5435.61,11155,599.86,92.5,352.12
19913,14.45,63.88333,Lacustrine,Europe,Cold,FALSE,54,107,7,1758,510,1208,8877,-52,3863.86,141,90,113.86,9254.5,4,4512.49,9250.5,1139.46,117.06,508.94
20678,-120.223,41.38,Cirque Lake,North America,Cold,FALSE,38,62,17,349,294,316,10380,-55,3759.29,150,2,40.82,11897,-45,5619.69,11942,594.64,8.01,347.65
15333,-135.76982,60.84984,Thermokarst Lake,North America,Arid,FALSE,35,46,3,484,307,369,10000,-39,3737,100,1,63.67,11651,13,5589.76,11638,3375.15,219.02,2171.5
497,-93.27,42.02,Mire,North America,Cold,FALSE,30,38,6,1577,419,665,11570,0,6661.67,150,50,101.67,11890,5,5662.03,11885,1758.79,81.51,1046.2
2611,-137.95778,60.95,Glacial Origin Lake,North America,Cold,FALSE,32,87,6,1295,536,974,11514,-45,6300.67,442,22,197.33,11917.5,-42,5402.53,11959.5,1966.7,36.51,1064.83
1965,-79.78,44.93,Lacustrine,North America,Cold,FALSE,45,53,4,322,100,267,7450,-30,4042.5,200,10,132.5,10030,-8,5418.28,10038,3326.64,134.52,1253.14
1703,-71.42278,47.07778,Natural Lake,North America,Cold,FALSE,53,37,5,789,314,501,9885,0,5957,230,1,97.2,11981.5,0,7174.16,11981.5,2183.56,2,939.85
2011,-88.1,43.4,Lacustrine,North America,Cold,FALSE,46,46,8,332,241,302,11460,30,5323.75,580,1,206.38,11953.5,30,5210.3,11923.5,1051.97,2,626.82
40988,-72.1952,42.6749,Natural Lake,North America,Cold,FALSE,51,85,9,595,396,519,12910,-53,5517.44,80,1,42.89,11865,-53,4894.24,11918,728.65,2,383.01
