analysis,region,age,predictor,Unique,Average.share,individual,I.perc(%),model_profile,zero_individual,zero_total,allocation,status,n_samples,selection_status,n_candidates,n_selected,global_p_value,spatial_adjusted_r_squared
temporal_events,Oceania,2000,space,NA,NA,0,NA,human_climate_space,0,0.030699999999999998,0,no_spatial_terms_selected,46,no_terms_selected,5,0,0.02,0.0741924453153755
temporal_events,Oceania,2500,human,0.0182,-0.004900000000000002,0.0133,15.47,human_climate_space,0.0133,0.08579999999999999,0.15501165501165504,no_spatial_terms_selected,45,no_terms_selected,5,0,0.012,0.08548473393093681
temporal_events,Oceania,2500,climate,0.0774,-0.004900000000000002,0.0725,84.3,human_climate_space,0.0725,0.08579999999999999,0.8449883449883451,no_spatial_terms_selected,45,no_terms_selected,5,0,0.012,0.08548473393093681
temporal_events,Oceania,2500,space,NA,NA,0,NA,human_climate_space,0,0.08579999999999999,0,no_spatial_terms_selected,45,no_terms_selected,5,0,0.012,0.08548473393093681
temporal_events,Oceania,3000,human,0.0059,0.007500000000000001,0.0134,10.63,human_climate_space,0.0134,0.1262,0.10618066561014262,no_spatial_terms_selected,47,no_spatial_signal,5,0,0.053,0.06347848795431266
temporal_events,Oceania,3000,climate,0.1052,0.007599999999999996,0.1128,89.52,human_climate_space,0.1128,0.1262,0.8938193343898573,no_spatial_terms_selected,47,no_spatial_signal,5,0,0.053,0.06347848795431266
temporal_events,Oceania,3000,space,NA,NA,0,NA,human_climate_space,0,0.1262,0,no_spatial_terms_selected,47,no_spatial_signal,5,0,0.053,0.06347848795431266
temporal_events,Oceania,3500,human,-0.0196,0.0046,-0.015,-12.93,human_climate_space,0,0.1313,0,spatial_model_estimated,46,selected,5,1,0.007,0.09666264649172729
temporal_events,Oceania,3500,climate,0.135,-0.0067000000000000115,0.1283,110.6,human_climate_space,0.1283,0.1313,0.9771515613099772,spatial_model_estimated,46,selected,5,1,0.007,0.09666264649172729
temporal_events,Oceania,3500,space,0.0144,-0.0114,0.003,2.59,human_climate_space,0.003,0.1313,0.02284843869002285,spatial_model_estimated,46,selected,5,1,0.007,0.09666264649172729
temporal_events,Oceania,4000,human,-0.0186,0.006199999999999999,-0.0124,-19.38,human_climate_space,0,0.0762,0,no_spatial_terms_selected,47,no_terms_selected,5,0,0.033,0.07201707269400937
temporal_events,Oceania,4000,climate,0.07,0.006199999999999997,0.0762,119.06,human_climate_space,0.0762,0.0762,1,no_spatial_terms_selected,47,no_terms_selected,5,0,0.033,0.07201707269400937
temporal_events,Oceania,4000,space,NA,NA,0,NA,human_climate_space,0,0.0762,0,no_spatial_terms_selected,47,no_terms_selected,5,0,0.033,0.07201707269400937
